Timestep,Probs
1,"[0.19800000000000015, 0.22200000000000017, 0.18000000000000013, 0.21400000000000016, 0.18600000000000014]"
2,"[0.08450713310044518, 0.2300470722689543, 0.07981222243256615, 0.40375565114188994, 0.20187792105614502]"
3,"[0.17165010610515175, 0.2749163755585714, 0.20588929611464854, 0.14055868734519003, 0.2069855348764385]"
4,"[0.33333370277467755, 0.2666665156100218, 0.06666664557397067, 0.1333332516101956, 0.19999988443113506]"
5,"[0.659910977297782, 0.00029307094346978985, 0.16023653186320283, 0.16968264216840112, 0.009876777727145711]"
6,"[0.325007864551716, 3.3857494733425367e-12, 0.4249936372434263, 0.22499885902120884, 0.0249996391802648]"
7,"[0.13272668837378526, 1.8703002892293185e-21, 0.8185854680793984, 0.04862179130215399, 6.605224466127992e-5]"
8,"[0.11764723750486082, 0.0, 0.8235293137962281, 0.05882344862289041, 7.602093434897922e-11]"
9,"[0.12946067894239455, 0.0, 0.827326646971699, 0.043212674085900966, 4.3073838059614006e-19]"
10,"[0.1170212159756272, 0.0, 0.8191490789811975, 0.06382970504317555, 2.5129911243870173e-31]"
11,"[0.0004702864139363798, 0.0, 0.8125267340807972, 0.1870029795052495, 2.45230593239961e-14]"
12,"[6.272841114824734e-7, 0.0, 0.9999992890862238, 8.362965804036682e-8, 2.0636278812409894e-26]"
13,"[0.0, 0.0, 0.9999999999997817, 0.0, 2.1687370023792146e-13]"
14,"[0.0, 0.0, 0.9999999999999941, 0.0, 4.5219588193480254e-15]"
15,"[0.0, 0.0, 0.999999999999999, 0.0, 6.485436665774106e-25]"
16,"[0.0, 0.0, 1.0000000000000022, 0.0, 1.506374513197478e-32]"
17,"[0.0, 0.0, 0.9999999999999977, 0.0, 5.6466698277444746e-39]"
18,"[0.0, 0.0, 0.9999999999477903, 0.0, 5.220342215907774e-11]"
19,"[0.0, 0.0, 1.000000000000007, 0.0, 1.2608759208414552e-18]"
