Timestep,Probs
1,"[0.19306930693069319, 0.22277227722772291, 0.21782178217821796, 0.19554455445544566, 0.1707920792079209]"
2,"[0.18061530412808285, 0.23612305645656537, 0.21945343885736318, 0.187145573037194, 0.17666262752079523]"
3,"[0.059570426354770854, 0.08479683874825421, 0.05363165042724898, 0.4387010659480429, 0.3633000185216831]"
4,"[0.06336979125330297, 0.07241240870834903, 0.033431828629079195, 0.4334532786950138, 0.39733269271425514]"
5,"[0.17093870622098567, 0.1702638162037727, 0.12493970659284843, 0.17910267992592546, 0.3547550910564676]"
6,"[0.0360405756238448, 0.8413129957449142, 0.0284529331675014, 0.016438128240358795, 0.07775536722338211]"
7,"[0.00031749177955942796, 0.9982800889304304, 0.00047155851509369265, 0.00015390836164112454, 0.0007769524132698159]"
8,"[0.0008620880194184935, 0.9961006277323222, 0.000862022506524519, 2.2567405728698152e-5, 0.0021526943360137382]"
9,"[0.00010621535369010732, 0.9958501505769417, 5.530387471167355e-5, 1.7054301505444246e-6, 0.003986624764507036]"
10,"[0.09175905603929858, 0.8541167654417384, 0.0023595335516457933, 0.007064831598367499, 0.04469981336894675]"
11,"[0.6596631814195255, 0.2850055803200711, 0.017826566934019357, 0.0196729458822029, 0.017831725444181948]"
12,"[0.5774488729537712, 0.007613468401229105, 0.3292771432887862, 0.022839676397331404, 0.0628208389588831]"
13,"[0.056609532509351794, 0.00036516411323758176, 0.9253720389341105, 0.004032310365837498, 0.01362095407746104]"
