Timestep,Probs
1,"[0.23376623376623382, 0.15844155844155847, 0.19480519480519484, 0.21298701298701303, 0.20000000000000004]"
2,"[0.24640291797113803, 0.1767084239028313, 0.14253640497313275, 0.22302140351932623, 0.21133084963357135]"
3,"[0.4971831265193389, 0.3129296935686251, 0.07714549799408667, 0.056980214553877334, 0.05576146736407253]"
4,"[0.5206944883294489, 0.3849106644674779, 0.05880033542957323, 0.018955371731124507, 0.01663914004237391]"
5,"[0.5684450546891296, 0.4142111302337149, 0.007626302014040869, 0.008693272783431145, 0.0010242402796841602]"
6,"[0.5804016504449186, 0.416073539164502, 0.001983419013523965, 0.0014167201004997867, 0.00012467127655644262]"
7,"[0.23625477289337796, 0.7612472807274345, 0.0012498268884262474, 7.601037131620966e-13, 0.0012481194900016777]"
8,"[0.1929136904946821, 0.8066318854444957, 0.0002272120307047937, 4.179016652948468e-24, 0.0002272120301184191]"
9,"[0.20446990576394153, 0.7952279487840022, 3.6847007082192643e-6, 8.562380013802806e-14, 0.0002984607512693092]"
10,"[0.19766396707730727, 0.8022947499463731, 1.183984445056366e-14, 2.4754168395717527e-21, 4.128297630924634e-5]"
11,"[0.6525967525604953, 0.34738088020153, 1.4902093341054668e-22, 2.271313858466373e-26, 2.2367237975439476e-5]"
12,"[0.9806226715785472, 0.018973786924516345, 2.314887410189889e-13, 1.0416133134553618e-12, 0.0004035414956599216]"
13,"[0.9977676682807918, 0.002172544932105786, 5.464023106434485e-24, 3.983272752198234e-22, 5.97867871008474e-5]"
