Timestep,Probs
1,"[0.20000000000000023, 0.20000000000000023, 0.20000000000000023, 0.20000000000000023, 0.20000000000000023]"
2,"[0.30275746502577094, 0.20728676728077688, 0.10115681838346675, 0.0841117412464906, 0.30468720806349764]"
3,"[0.40408038522177625, 0.2627645730896786, 0.05899126644750594, 0.041971809630902655, 0.23219196561013175]"
4,"[0.6822331234250038, 0.20873289384890045, 0.014648824038802846, 0.008677366936799331, 0.08570779175048474]"
5,"[0.7805462832585025, 0.18528982925662318, 0.005005784821102621, 0.0023617803705567697, 0.026796322293211026]"
6,"[0.8879223991596941, 0.08104764955764591, 0.009371627179136371, 0.011323047939050822, 0.010335276164476272]"
7,"[0.9631194894742515, 0.03280814386794723, 0.001282177226062939, 0.0012361460786666902, 0.0015540433530732852]"
8,"[0.988535243200792, 0.01063611816554046, 0.0002585505795670784, 0.0001728296566342238, 0.00039725839746531847]"
9,"[0.9481129005915537, 0.0292987335058386, 0.008502884934144958, 0.007360761168708371, 0.006724719799748718]"
10,"[0.969522528573521, 0.026990146500436976, 0.0014943053712414404, 0.0011957120710528427, 0.0007973074837529489]"
11,"[0.9736886437231372, 0.025654454886246403, 0.000338116595566842, 0.00024476250506697824, 7.40222899854621e-5]"
12,"[0.9220009472561402, 0.07777037023303338, 0.00013728270931910895, 8.185922065957066e-5, 9.540580847661353e-6]"
13,"[0.8426082363923557, 0.15732478031868974, 3.7883932996211705e-5, 2.766900078476645e-5, 1.4303551590315083e-6]"
