Timestep,Probs
1,"[0.18397626112759638, 0.21364985163204733, 0.18991097922848657, 0.2314540059347179, 0.18100890207715128]"
2,"[0.26804102150279746, 0.2783502788531663, 0.2997050457148319, 0.12665708556443167, 0.02724656836477208]"
3,"[0.09610591148727042, 0.6855756589169543, 0.07255067455198438, 0.12059349122661941, 0.0251742638171705]"
4,"[0.27878928171664596, 0.3390014397998896, 0.18978805659676073, 0.18324293456101368, 0.00917828732569157]"
5,"[0.567603212187525, 0.08044525565536115, 0.2504450724435196, 0.09589029697302896, 0.00561616274056583]"
6,"[0.6295047228951947, 0.008379366771356447, 0.2994523116984283, 0.04954893384945239, 0.013114664785568398]"
7,"[0.6158762859673236, 0.007245587133650373, 0.3055594562366185, 0.0386924233418027, 0.03262624732060525]"
8,"[0.6504498274830142, 0.0009147261014065749, 0.3395429441720047, 0.0040908440606069645, 0.005001658182964951]"
9,"[0.6637603336924431, 0.0007602568619865737, 0.33377921648782044, 0.0011826661255428634, 0.0005175268322066361]"
10,"[0.20164366998045172, 0.00030648209600277936, 0.7974708888541472, 0.0004426969375410704, 0.00013626213185636695]"
11,"[0.0511995482230766, 4.4346266393853346e-5, 0.9483570490987909, 0.00039905556708653414, 8.446519688977138e-10]"
