Timestep,Probs
1,"[0.17883211678832098, 0.21532846715328444, 0.22262773722627713, 0.20072992700729905, 0.18248175182481732]"
2,"[0.20804603596161575, 0.26839049210091587, 0.03735693957165835, 0.2729881839649702, 0.2132183484008406]"
3,"[0.05177691750667041, 0.06280203533840649, 0.03836985686031421, 0.12283730649398042, 0.7242138838006283]"
4,"[0.047944202039320274, 0.028818821781747606, 0.03527019145869124, 0.09016268605557078, 0.7978040986646685]"
5,"[0.0030782752861573935, 0.008067751813330257, 0.04068408207786671, 0.06657723374355597, 0.881592657079089]"
6,"[0.00014014791492306493, 0.008328672521789288, 0.009292628739212072, 0.029712502418855546, 0.9525260484052211]"
7,"[6.242686177757553e-6, 0.0005481306922730892, 0.000607030024170865, 0.025194257935139776, 0.9736443386622379]"
8,"[1.9411209035085273e-6, 3.338523055195259e-5, 3.844390688694515e-5, 0.02908626131873871, 0.9708399684229186]"
9,"[1.1579064729263813e-7, 1.9908922278441845e-6, 2.298873513112654e-6, 0.03304495931684076, 0.9669506351267715]"
10,"[0.002531248858675605, 1.1172448718144707e-9, 0.0, 0.3847498363544178, 0.6127189136696646]"
11,"[0.0005300245627502527, 2.105484416082204e-9, 0.0, 0.9265949832406482, 0.07287499009111678]"
