Timestep,Probs
1,"[0.33333333333333315, 0.33333333333333315, 0.33333333333333315]"
2,"[0.32961019492025573, 0.3351949025398725, 0.3351949025398725]"
3,"[0.3296089389689526, 0.3351955305155231, 0.3351955305155231]"
4,"[0.44230767047923525, 0.009615447677108068, 0.5480768818436561]"
5,"[0.4466019377183593, 9.021935424145267e-9, 0.553398053259706]"
6,"[0.7894719569793158, 1.524623625687251e-17, 0.21052804302068384]"
7,"[0.9999999999999873, 1.0867956979510663e-39, 9.910436387890202e-15]"
8,"[0.9999999999999994, 9.807359783926812e-112, 1.788803746997205e-49]"
9,"[0.9999999999999994, 8.849684772126087e-184, 1.0761749751643628e-84]"
10,"[0.9999999999999992, 5.752168171247164e-234, 1.7881322409270787e-113]"
