Timestep,Probs
1,"[0.1923076923076922, 0.17647058823529407, 0.22398190045248847, 0.20588235294117632, 0.20135746606334828]"
2,"[0.059940341143714354, 0.033966381678903174, 0.06959785717988619, 0.42690590926445854, 0.40958951073303745]"
3,"[0.0390120980458553, 0.11715574891527951, 0.21754539625977082, 0.3641139538176175, 0.2621728029614758]"
4,"[0.008976232541468442, 0.17071363486615743, 0.27613259140501084, 0.24110976436000048, 0.3030677768273638]"
5,"[0.0014840888198354352, 0.16192818885432822, 0.059302024761912125, 0.7076133288233939, 0.06967236874052805]"
6,"[0.0007224383819731508, 0.17574125147957131, 0.003176932567650907, 0.7841139551857301, 0.0362454223850713]"
7,"[0.0006677545436350211, 0.17620698640162552, 0.006677008324748832, 0.7777124178548575, 0.03873583287512993]"
8,"[0.0012725256978008063, 0.29685201797746585, 0.0009544925963351678, 0.6506387025598422, 0.05028226116855673]"
9,"[0.0004995871735805966, 0.20487571884257774, 0.0004768783197606221, 0.7431879660668994, 0.050959849597182375]"
10,"[0.000590905496135381, 0.2410800494939163, 0.0005628374850612836, 0.7055033892744056, 0.05226281825047992]"
11,"[3.0567227663032104e-5, 0.11021967674401062, 0.0011728658569634242, 0.8633409210940772, 0.025235969077277595]"
12,"[6.430131309528864e-6, 0.2102356282655172, 0.004687486465353133, 0.7697679330165741, 0.01530252212124532]"
13,"[2.5442110892585717e-11, 0.15330539807438096, 0.0046689993926621095, 0.8275249955896987, 0.014500606917819004]"
14,"[3.867161271514741e-12, 0.14858641040306125, 0.020213101845550616, 0.8294264536331376, 0.0017740341143824346]"
15,"[4.374325128592916e-18, 0.09307860270926291, 0.2185540339313001, 0.6875595614631701, 0.0008078018962677333]"
16,"[7.813391708065081e-9, 0.06263499476794195, 0.39375866303835316, 0.5435950808894382, 1.1253490876482496e-5]"
17,"[4.263223965092148e-13, 0.008059965474212968, 0.9152057761909851, 0.07673425832746845, 6.906449050265476e-12]"
18,"[0.00013834999544456647, 8.326420490240887e-11, 0.9993081558984899, 0.0005534940227939072, 1.034140969865923e-15]"
19,"[5.374627754677739e-8, 1.1567480623779505e-19, 0.9999692188664554, 3.072738726957047e-5, 4.911969846938977e-28]"
