Timestep,Probs
1,"[0.20414201183431924, 0.20710059171597603, 0.1775147928994081, 0.2130177514792896, 0.19822485207100565]"
2,"[0.2999260663045664, 0.2851876921977868, 0.2483421130666172, 0.1319087239431361, 0.03463540448789323]"
3,"[0.08784118353474, 0.6414183911827104, 0.10893431482448368, 0.12714625488660516, 0.034659855571461284]"
4,"[0.3087921985948403, 0.2930281159100071, 0.30485238177385887, 0.07622903208256475, 0.017098271638728704]"
5,"[0.4928600785090511, 0.033678854191552386, 0.4615140444729658, 0.009101872664218814, 0.00284515016221424]"
6,"[0.49661261729245426, 0.006480222935063722, 0.49219432219765036, 0.0029455192341778865, 0.00176731834065314]"
7,"[0.3699468503142785, 0.004132183953883934, 0.6215932525666158, 0.004324609521004252, 3.103644215953743e-6]"
8,"[0.3596228744168949, 5.3430374289296496e-8, 0.640377059620574, 6.596241981497127e-9, 5.935915236793928e-9]"
9,"[0.3301709637422805, 2.32352914459321e-17, 0.6698290362453552, 1.8820267353181895e-14, 1.2347977410776934e-11]"
10,"[0.05679358244602832, 1.368595488989323e-26, 0.94320641755397, 8.980571511980653e-23, 5.89125504890403e-19]"
11,"[0.004908662933807164, 8.446128389418336e-11, 0.9950913369722498, 1.763456620883129e-17, 9.487433848879703e-12]"
