Timestep,Probs
1,"[0.33333333333333265, 0.34027777777777707, 0.32638888888888823]"
2,"[0.33346520734970786, 0.34461368276545834, 0.3219211098848357]"
3,"[0.33976350200687966, 0.34842208279355363, 0.3118144151995669]"
4,"[0.49409520527303297, 0.0329973328846209, 0.47290746184234705]"
5,"[0.522585771058783, 0.0030900742771207477, 0.4743241546640969]"
6,"[0.39012715535983783, 0.0033088589243605946, 0.6065639857158012]"
7,"[0.8283681778458697, 0.05796850032241024, 0.1136633218317216]"
8,"[0.7400364154254043, 0.2246634641862209, 0.035300120388375184]"
9,"[0.7897159960130651, 0.12033127181533758, 0.08995273217160227]"
10,"[0.8372500651595409, 0.021865899225222866, 0.14088403561523813]"
11,"[0.6472817335924168, 0.0024496683104902046, 0.3502685980970942]"
12,"[0.47667435032096017, 0.0008333250855482703, 0.5224923245934935]"
13,"[0.4872863629569871, 4.7863479171045086e-5, 0.512665773563843]"
14,"[0.17817447797683378, 4.437554543696058e-6, 0.8218210844686213]"
15,"[0.13121875121074808, 9.449063030052547e-8, 0.8687811542986226]"
16,"[0.11197781271969164, 5.352692645980968e-9, 0.8880221819276167]"
17,"[0.12353734965234586, 3.2120054262930733e-10, 0.8764626500264535]"
18,"[0.0905804874339345, 2.3970353108696893e-181, 0.909419512566067]"
