Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.18042115778705248, 0.24960756896589392, 0.197697467177402, 0.21054012960870652, 0.16173367646094494]"
3,"[0.351556471280662, 0.4156663718593666, 0.08440062527395184, 0.08361107428414129, 0.06476545730187833]"
4,"[0.33098662307667465, 0.35188248039536574, 0.13746445881221772, 0.09002653056821677, 0.08963990714752512]"
5,"[0.3756275685491262, 0.40687334016031457, 0.07006003578750389, 0.06982470973981648, 0.0776143457632389]"
6,"[0.31757697206317564, 0.4650453780085903, 0.058488253615445525, 0.09427333384618121, 0.06461606246660717]"
7,"[0.38430869122551686, 0.40441939431323276, 0.04860258927463918, 0.10120782601021619, 0.06146149917639503]"
8,"[0.3502736445796375, 0.4697186680165944, 0.06156792966553923, 0.07515838922669359, 0.04328136851153534]"
9,"[0.3381189277086358, 0.4889184431703508, 0.062344825023932425, 0.07012965452896183, 0.04048814956811914]"
10,"[0.30954898873924225, 0.5082710394588427, 0.06566877064864579, 0.07380978498502155, 0.042701416168247595]"
11,"[0.3391541178483356, 0.45080172272861707, 0.05055260616194045, 0.09743209385208748, 0.062059459409019455]"
12,"[0.2618784614102274, 0.519608881841581, 0.05494881579178735, 0.09828838655177836, 0.06527545440462587]"
13,"[0.3119072200387483, 0.4868639029739365, 0.058993348851698865, 0.06992643828701253, 0.07230908984860376]"
14,"[0.2845266945088801, 0.4233900378017279, 0.11312002764181206, 0.0833031352598224, 0.09566010478775758]"
15,"[0.2815609445570353, 0.4042387462101505, 0.11846754770989146, 0.09191080647728378, 0.10382195504563899]"
16,"[0.3025525098910225, 0.5148774598977344, 0.04806243602835846, 0.06105423100730026, 0.07345336317558417]"
17,"[0.380116284317091, 0.5782456759389315, 0.010645368761982944, 0.015393222769729023, 0.015599448212265709]"
18,"[0.38428104470671703, 0.6099520713367458, 0.0013826314190362175, 0.0021603960584766343, 0.002223856479024116]"
19,"[0.3861503643808837, 0.613190047590826, 0.00018567618294633515, 0.00022561181275852042, 0.0002483000325854425]"
20,"[0.0871730952007244, 0.9124825343755182, 0.00013433132266810224, 0.00011822168278715298, 9.181741830207007e-5]"
21,"[0.016450168271524887, 0.9834897268686057, 2.4700591906978703e-5, 2.0415471267964916e-5, 1.4988796694464204e-5]"
