Timestep,Probs
1,"[0.22222222222222193, 0.16944444444444434, 0.19166666666666649, 0.19722222222222202, 0.21944444444444416]"
2,"[0.24390226376194318, 0.2020905710692339, 0.053758520252448934, 0.23743154183317003, 0.26281710308320494]"
3,"[0.11269494727552432, 0.05976471972506388, 0.04405249269117271, 0.09399507449003912, 0.6894927658181994]"
4,"[0.09867120096627598, 0.05154995843236029, 0.02371916238766688, 0.09171371872302242, 0.7343459594906772]"
5,"[0.3292153955496158, 0.20364605068438815, 0.00953168873163333, 0.06931273393341118, 0.38829413110095146]"
6,"[0.46554527431213266, 0.2730403274459507, 0.007753801741511634, 0.04349741922338083, 0.21016317727702555]"
7,"[0.5815350063440087, 0.3582185575817151, 1.196013958852202e-6, 0.007788657603539638, 0.052456582456777645]"
8,"[0.6179645584796328, 0.34452844656949955, 2.1686962593533216e-10, 0.0008348870058883945, 0.03667210772810973]"
9,"[0.6450852977209925, 0.3517550346621378, 6.019234440407331e-8, 1.2548571307543544e-13, 0.0031596074243989284]"
10,"[0.6351497995382476, 0.36462290619918897, 1.6301169918080902e-14, 5.777127446175427e-25, 0.0002272942625503913]"
11,"[0.5909134316149941, 0.40905886170057476, 3.8929058972388547e-19, 2.1011643881713023e-34, 2.7706684430184266e-5]"
12,"[0.9283577492218604, 0.07163635519646398, 1.995584832724442e-27, 1.3295513534446867e-44, 5.895581673782528e-6]"
13,"[0.997914157489102, 0.0020858425013179542, 1.7718352815888768e-12, 1.3322840338166164e-15, 7.804666274936665e-12]"
