Timestep,Probs
1,"[0.22200000000000017, 0.18200000000000013, 0.18800000000000014, 0.19600000000000015, 0.21200000000000016]"
2,"[0.18941507631844834, 0.15320335139304278, 0.1894150664179603, 0.23676874013257623, 0.23119776573797113]"
3,"[0.1946876473107474, 0.11693526913854438, 0.06571112431318622, 0.5441443609072038, 0.0785215983303179]"
4,"[0.1788553265155547, 0.06775287536360466, 0.01627437246683775, 0.6558075379510252, 0.08130988770297787]"
5,"[0.042798305970153105, 0.028435497643185134, 0.02126789651631099, 0.8082428177860997, 0.09925548208424677]"
6,"[0.010869629229123264, 0.021739211809930815, 6.138700750089844e-8, 0.8478259588778696, 0.1195651386960713]"
7,"[0.005682526715207959, 0.017045848184388725, 1.2070868346705462e-13, 0.857955883783998, 0.11931574131628386]"
8,"[0.006622515363401202, 0.01324504334165601, 4.7076559846012353e-23, 0.900662233396503, 0.07947020789843896]"
9,"[0.007091760771124131, 0.014183521560578446, 8.281023350493446e-29, 0.9007152290842952, 0.07800948858400529]"
10,"[0.08333314071325923, 3.4845779193952015e-8, 1.8014258339957104e-33, 2.2765948090520943e-6, 0.9166645478461505]"
11,"[0.24780910565326555, 0.0, 2.1186464267727244e-12, 1.137308662313614e-8, 0.7521908829715291]"
12,"[6.969136470328984e-8, 0.0, 8.257165942679808e-24, 3.198453606340208e-15, 0.9999999303086335]"
13,"[7.996174672318812e-16, 0.0, 8.983356730629867e-16, 4.249495064031692e-10, 0.9999999995750467]"
