Timestep,Probs
1,"[0.19230769230769218, 0.21634615384615363, 0.19230769230769218, 0.24038461538461509, 0.15865384615384615]"
2,"[0.2581436613817865, 0.26224124905578233, 0.03278021362175942, 0.2661340273285334, 0.18070084861213917]"
3,"[0.4408825024243121, 0.47108160481734235, 0.0031301188390370155, 0.03705897352905971, 0.047846800390249966]"
4,"[0.259759033135555, 0.16698928446372507, 0.2060763898545377, 0.09960750778303026, 0.2675677847631511]"
5,"[0.04377391160165029, 0.02136850444435536, 0.058347016018684805, 0.42352606249554203, 0.45298450543976765]"
6,"[0.024872685760332382, 0.04147591017556669, 0.01933322778826713, 0.4833619484077277, 0.4309562278681026]"
7,"[0.01701410072284531, 0.04097052677528429, 0.020400514005903512, 0.47191940529099186, 0.4496954532049763]"
8,"[0.01999704627882225, 0.04399380347034714, 0.023996455463355187, 0.45199470797728414, 0.46001798681019096]"
9,"[0.01897879128949723, 0.035576385642208934, 0.028465897090030626, 0.4496707954214621, 0.46730813055680065]"
10,"[0.016028046925139455, 0.037538594476468304, 0.03205573193918881, 0.4381677647312268, 0.47620986192797665]"
11,"[0.030423234024231346, 0.06164451260543939, 0.02189716617432038, 0.15463627109908604, 0.7313988160969197]"
12,"[0.030445010446926008, 0.06791565506870005, 0.023419177866270548, 0.13114755436536893, 0.7470726022527323]"
13,"[0.03169261976566382, 0.042548751515773565, 0.026296026017204883, 0.13968845742916633, 0.7597741452721931]"
14,"[0.03273905307395354, 0.02351999280166867, 0.03189931744827075, 0.147758916272078, 0.7640827204040316]"
15,"[0.19401272367090305, 0.018434481308889084, 0.08476461021174597, 0.1961868900952008, 0.5066012947132597]"
16,"[0.1573692178223823, 0.22706317657283442, 0.1055729599521544, 0.13945553518719264, 0.37053911046543414]"
17,"[0.35407735312756994, 0.596451530355534, 0.01770909194422345, 0.017122838971317694, 0.014639185601357416]"
18,"[0.35785063589867955, 0.6388782830784585, 0.001053012339630895, 0.001344239934358424, 0.0008738287488720138]"
19,"[0.3552227643057741, 0.6447772351730016, 6.2891947455035186e-12, 6.280580721350493e-12, 5.086496185579689e-10]"
20,"[0.028914834918280237, 0.971085165081723, 3.614249797143754e-22, 4.957725363425383e-24, 2.3712646723859963e-18]"
21,"[0.0015276957322369205, 0.9984723042677675, 1.6154153813815474e-34, 1.8170344985412385e-35, 8.584834072617967e-29]"
