Timestep,Probs
1,"[0.23032069970845442, 0.19241982507288607, 0.18658892128279864, 0.20408163265306095, 0.18658892128279864]"
2,"[0.2730639930637821, 0.2319396037598346, 0.0648388909895122, 0.2540094278368433, 0.17614808435002846]"
3,"[0.1780289217599595, 0.14615169625002913, 0.07716879621990426, 0.4211650040506021, 0.17748558171950476]"
4,"[0.1769006183471762, 0.15299282781858153, 0.05048181550566778, 0.45093733261134183, 0.16868740571723193]"
5,"[0.048275018262551914, 0.0644054460472814, 0.05944017208419133, 0.6291416260413903, 0.19873773756458504]"
6,"[0.011313526549245395, 0.011474353970552024, 0.025498078234622017, 0.6966241116989982, 0.25508992954658405]"
7,"[0.0045460150346954215, 0.0005198489375833428, 0.0065903646828668425, 0.69267997267681, 0.29566379866804465]"
8,"[0.000227866885322835, 0.00011393338293092835, 0.00404025303698422, 0.6843506279517312, 0.3112673187430312]"
9,"[5.448658747757033e-5, 1.8596935117666213e-7, 0.0007567143677111307, 0.6876333626637501, 0.3115552504117077]"
10,"[1.3867832570153044e-11, 1.5408491490959062e-14, 2.513296167636445e-12, 0.9317147828195632, 0.06828521716403921]"
11,"[5.4876955944565925e-21, 8.262113210329979e-26, 3.5565762674368725e-18, 0.9862979956990592, 0.013702004300940365]"
