Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2050826674485182, 0.2460747413356631, 0.13204678803575454, 0.19923112568536733, 0.2175646774946969]"
3,"[0.25430285148148724, 0.19463623777394548, 0.11441091346303323, 0.17730846931222538, 0.25934152796930865]"
4,"[0.3180478367325704, 0.22572892913431075, 0.0732384909471663, 0.14184685787516793, 0.2411378853107846]"
5,"[0.2456149558925824, 0.21154144636179797, 0.07959270142398497, 0.18000162155941907, 0.2832492747622155]"
6,"[0.33240125226747286, 0.21766496343190173, 0.06792126898366052, 0.1329894308733843, 0.24902308444358057]"
7,"[0.28877674880196846, 0.1824449323071417, 0.10512664536035238, 0.16023291173785578, 0.2634187617926816]"
8,"[0.14970073396033035, 0.10788756967941307, 0.0932426528718766, 0.2518768103817803, 0.3972922331065996]"
9,"[0.04347917715840443, 0.03274067711142989, 0.0313964236405068, 0.35002368833641667, 0.5423600337532423]"
10,"[0.021311720727811293, 0.01156779452633842, 0.022123508848780508, 0.36734403650540204, 0.5776529393916676]"
11,"[0.0029662558073413905, 0.001515496505803219, 0.0024656654345731666, 0.3739684045300044, 0.6190841777222778]"
12,"[0.0007157280442134058, 0.0005206628570583731, 0.0007402498094268879, 0.7652073869405733, 0.23281597234872803]"
13,"[0.0001276844689263917, 0.00010071912585769584, 0.00012136019741966002, 0.9682629633633216, 0.03138727284447459]"
