Timestep,Probs
1,"[0.18269230769230754, 0.23076923076923045, 0.2083333333333331, 0.21794871794871767, 0.1602564102564102]"
2,"[0.24202156592252602, 0.27199107985080057, 0.06641856304196231, 0.24412740232111538, 0.17544138886359614]"
3,"[0.397140477137337, 0.4244004467149777, 0.021953658958807916, 0.0876925168751499, 0.06881290031372662]"
4,"[0.34762465164586626, 0.34655454345206, 0.06120818995886985, 0.11580348438311934, 0.1288091305600843]"
5,"[0.42853989901598594, 0.4223461355153772, 0.04601319422184086, 0.04403602185085768, 0.059064749395938324]"
6,"[0.45168503352283823, 0.4915046824712432, 0.018527587160886694, 0.018523785695990957, 0.01975891114904322]"
7,"[0.2812986121092737, 0.6938157498749156, 0.006829041994536678, 0.008279131474216071, 0.009777464547056466]"
8,"[0.23188304025887496, 0.7681146822741477, 3.078506189822827e-8, 2.246643654741254e-6, 3.8260778209748985e-11]"
9,"[0.19413016860742427, 0.8058698311627449, 2.0684548540711794e-10, 2.2982865361604994e-11, 7.49662371175238e-21]"
10,"[0.12156574365826779, 0.8777831892006268, 0.0006510652895840833, 9.27914646583811e-10, 9.236101203473507e-10]"
11,"[0.12014671701702882, 0.8787682694270611, 0.0010850135559094666, 2.8575911243547762e-15, 4.40782025230615e-18]"
12,"[0.14449302474626927, 0.8555069747793252, 4.744070408897122e-10, 1.2494177974526564e-21, 1.1241331146255373e-20]"
13,"[0.397452781287518, 0.6025453452519269, 2.2770100765204446e-8, 2.096242780936799e-7, 1.6410661774973734e-6]"
14,"[0.5125224365959463, 0.48747756331918835, 8.46433239584633e-12, 2.207826851381599e-13, 7.617870463791211e-11]"
15,"[0.581929847876197, 0.41805817555685565, 2.9642803749810866e-8, 1.1944904317792133e-5, 2.0198246188172732e-9]"
16,"[0.7217126923206586, 0.278287307258425, 1.4266416962428055e-15, 4.209158279116167e-10, 7.931047374546601e-17]"
17,"[0.7570782155304929, 0.24292178352407043, 1.8506784368073686e-11, 8.435861756879653e-10, 8.334410317738647e-11]"
18,"[0.3917679060741825, 0.608232093925816, 6.429415111685916e-16, 1.42877116254708e-16, 8.819648848752322e-19]"
19,"[0.34394806933967403, 0.656051921640959, 7.922257590511352e-9, 1.0862176428357104e-9, 1.0893617569537017e-11]"
20,"[0.08209250787238327, 0.91790749212761, 4.242988975955917e-16, 3.865897363710859e-15, 5.820295030694693e-19]"
21,"[0.014676087313530034, 0.9853239126542449, 1.9418994576524146e-11, 1.1747311282810308e-11, 1.0656987844827926e-12]"
