Timestep,Probs
1,"[0.33333333333333354, 0.33333333333333354, 0.33333333333333354]"
2,"[0.3287686970329553, 0.33561565148352224, 0.33561565148352224]"
3,"[0.3298965275680751, 0.33333410134517777, 0.3367693710867466]"
4,"[0.3298615073373414, 0.3298615077276944, 0.34027698493496206]"
5,"[0.3321674424225314, 0.32867094342222103, 0.33916161415524915]"
6,"[0.33098591549570444, 0.3309859150995868, 0.3380281694047093]"
7,"[0.3321554770317576, 0.3286219081271645, 0.3392226148410773]"
8,"[0.33691756272401413, 0.3297491039426522, 0.3333333333333333]"
9,"[0.3405797101449276, 0.3224637681159422, 0.3369565217391305]"
10,"[0.3484157598278831, 0.32579136163120775, 0.32579287854090894]"
11,"[0.3537730249177335, 0.3301881565898846, 0.31603881849238247]"
12,"[0.3640770768192316, 0.3203878276009242, 0.31553509557984327]"
13,"[0.35960591132998254, 0.3201970443349159, 0.3201970443351019]"
14,"[0.3631790727676605, 0.3233786264369578, 0.3134423007953814]"
15,"[0.36000105966654183, 0.324999442404975, 0.3149994979284855]"
16,"[0.3585858589119177, 0.32323232301391164, 0.318181818074172]"
17,"[0.06937610119970535, 0.6313270227350125, 0.2992968760652831]"
18,"[3.537010199975368e-5, 0.8815341696615918, 0.11843046023640993]"
19,"[8.945963070755473e-19, 0.9999823468773543, 1.7653122646348442e-5]"
20,"[7.61769328559542e-34, 1.000000000000001, 4.971203401606202e-22]"
