Timestep,Probs
1,"[0.19200000000000014, 0.22600000000000017, 0.19800000000000015, 0.19200000000000014, 0.19200000000000014]"
2,"[0.23376621880682727, 0.3116882892031643, 0.03896109964791862, 0.22402596129892005, 0.1915584310431699]"
3,"[0.19013045707100626, 0.19054892401668155, 0.03447121470501416, 0.4125796394903776, 0.1722697647169216]"
4,"[0.196240622248701, 0.12905078973673284, 0.043008318788601674, 0.43277941978772416, 0.1989208494382384]"
5,"[0.06204081842942352, 0.031081287581050606, 0.061739109761447024, 0.5904225968720589, 0.2547161873560207]"
6,"[0.014563241079932026, 0.004854406869942719, 0.00970882978319729, 0.6650483862507779, 0.3058251360161487]"
7,"[0.010210683336708989, 7.776014972082743e-7, 1.5552423682680447e-6, 0.6836678833108837, 0.3061191005085428]"
8,"[0.012269937716503832, 2.1841393537353375e-14, 4.8271832200586216e-14, 0.6257668876750601, 0.3619631746083649]"
9,"[9.832812685735233e-6, 1.337271037784466e-19, 7.736820912736383e-19, 0.6515909982623271, 0.3483991689249847]"
10,"[7.790331717665107e-15, 5.698959393014892e-29, 4.2076550209173765e-30, 0.9999998882166028, 1.1178338801829336e-7]"
11,"[8.362921490708189e-14, 2.1074242922427087e-12, 7.563455281975312e-13, 0.9999966925352975, 3.3074617519589962e-6]"
