Timestep,Probs
1,"[0.1858823529411763, 0.18117647058823513, 0.21647058823529391, 0.19294117647058806, 0.22352941176470567]"
2,"[0.21380499413676893, 0.198423368037793, 0.17727361133868919, 0.19207846065721443, 0.21841956582953384]"
3,"[0.24005967848337206, 0.20869023299836773, 0.11502386282010159, 0.16957472665566667, 0.26665149904249147]"
4,"[0.2443718848516766, 0.19725429531312882, 0.13509115470652353, 0.1764215837712179, 0.24686108135745335]"
5,"[0.4223373791343065, 0.34208674121347893, 0.19895850765195727, 0.01443929300548254, 0.022178078994774895]"
6,"[0.06260643428691634, 0.9078478924181644, 0.024280309340553023, 0.0017317264912595019, 0.0035336374631077397]"
7,"[0.0001765713722333938, 0.9985994480845819, 0.000460072776837865, 0.00015239629372465748, 0.0006115114726175077]"
8,"[0.00021144642539553258, 0.9793102552492169, 0.0069526001092035045, 0.0033806516119377606, 0.010145046604251274]"
9,"[0.0005678920484936547, 0.7912547596898621, 0.13403247738745294, 0.06691740465654553, 0.007227466217646383]"
10,"[0.08129264788495484, 0.18008640349913874, 0.7186382192311799, 0.01570518147327479, 0.0042775479114523]"
11,"[0.12330636911341339, 0.00435723326215085, 0.8716532764903097, 5.008428062149389e-7, 0.0006826202913222815]"
12,"[0.007228071274407255, 0.0002655222903761205, 0.992455963237629, 1.9927526027356845e-16, 5.044319758541367e-5]"
13,"[0.0003771514134204454, 2.7732347503702336e-5, 0.9995919482975547, 4.9646128949457347e-23, 3.16794151648885e-6]"
