Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2520630445144335, 0.28226222214118507, 0.3073977709470354, 0.08891355698873174, 0.06936340540861427]"
3,"[0.04192550148856057, 0.7824978814662943, 0.049268944699127515, 0.08247107245019838, 0.0438365998958192]"
4,"[0.2733217895082578, 0.36692860507542424, 0.29059346405315545, 0.039636036401909554, 0.02952010496125287]"
5,"[0.45433050413781456, 0.03918519053522821, 0.4859997485162849, 0.014932180505716678, 0.005552376304955723]"
6,"[0.4665858832056335, 0.021373397976210504, 0.5008711924570404, 0.00708639976066444, 0.00408312660045117]"
7,"[0.4092832455748187, 0.019212833647348132, 0.5547669616464804, 0.00638914824047443, 0.010347810890878313]"
8,"[0.4232210761214233, 0.0016385431686879656, 0.5739366737221546, 0.00024215545662472707, 0.0009615515311094411]"
9,"[0.4240312499381708, 4.034196703077106e-5, 0.5758899821170611, 9.432841629016788e-6, 2.899313610820564e-5]"
10,"[0.2168250143045332, 2.9634115422253222e-6, 0.7831680454342698, 1.5485110078968197e-6, 2.428338646880903e-6]"
11,"[0.024944639021547373, 1.8664510146790183e-7, 0.9750548994964204, 7.751852658412085e-8, 1.9731840418662566e-7]"
