Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.0748493336781783, 0.2807626627502148, 0.07586775588363054, 0.31955033390596876, 0.2489699137820076]"
3,"[0.02736573255234734, 0.1851327966420953, 0.04170248969045195, 0.5155600442312144, 0.230238936883891]"
4,"[0.02116180006163902, 0.24098536505197046, 0.05436046083729452, 0.4003445588188863, 0.2831478152302097]"
5,"[0.025631396351799545, 0.22599157195018785, 0.049976769809939425, 0.3345038808076145, 0.3638963810804588]"
6,"[0.019420153186873023, 0.27708767355928376, 0.0582115156454055, 0.44381864522833087, 0.20146201238010666]"
7,"[0.01986329505813294, 0.37363460644368746, 0.08637214898957733, 0.34384692130693206, 0.17628302820167024]"
8,"[0.016004304633170034, 0.30504423836637795, 0.05533459640698357, 0.45974495249365666, 0.16387190809981178]"
9,"[0.015344745329869578, 0.4318964708409798, 0.0354737347965507, 0.39683854730369345, 0.1204465017289065]"
10,"[0.016736524273160153, 0.44883708213696694, 0.02910264086084353, 0.34342853936893364, 0.16189521336009577]"
11,"[0.022504999432704946, 0.4279088887761463, 0.04309206031664159, 0.35669604816052064, 0.1497980033139865]"
12,"[0.02337183999976324, 0.4583564699666982, 0.04706879766398206, 0.26492969648458464, 0.20627319588497184]"
13,"[0.03653210429256234, 0.46142232035230774, 0.04572383085919597, 0.2786473321211686, 0.17767441237476542]"
14,"[0.10306268776787023, 0.5166358838095858, 0.05927702910154207, 0.1584970003622815, 0.1625273989587202]"
15,"[0.31905255560722773, 0.2060327255473382, 0.15929414651201063, 0.21332899939181021, 0.10229157294161308]"
16,"[0.4336614863870647, 0.13019827550715285, 0.18141868550344412, 0.16161290637216333, 0.09310864623017513]"
17,"[0.6931248491180693, 0.03240722669971403, 0.2275904816987242, 0.03163121891787546, 0.015246223565616881]"
18,"[0.5655945361317704, 0.005989167789227649, 0.4196308038686622, 0.006108624859702535, 0.0026768673506372257]"
19,"[0.1732918556486643, 0.0016954172427334625, 0.82243961540326, 0.001774514871078412, 0.0007985968342638193]"
