Timestep,Probs
1,"[0.3333333333333331, 0.3333333333333331, 0.3333333333333331]"
2,"[0.33834586466165417, 0.33834586466165417, 0.32330827067669177]"
3,"[0.3245614161772052, 0.350877186401452, 0.32456139742134305]"
4,"[0.4310344668685499, 3.686496966969657e-8, 0.5689654962664809]"
5,"[0.4285714285714284, 0.0, 0.571428571428571]"
6,"[0.7499988965061372, 0.0, 0.25000110349386295]"
7,"[0.9999999827914791, 0.0, 1.7208519684016855e-8]"
8,"[0.9999999999999998, 0.0, 7.694795716683721e-42]"
9,"[0.9868421074842462, 5.589938865997076e-20, 0.013157892515753507]"
10,"[0.9999999999999986, 4.195130886446792e-65, 1.1508554508891193e-139]"
