Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2279917830229593, 0.16704523609934802, 0.020502415849810725, 0.2538514597827603, 0.3306091052451217]"
3,"[0.35391863880738506, 0.19225678852359582, 0.01251596164789993, 0.19914339662850458, 0.2421652143926146]"
4,"[0.4982213800962231, 0.2330018098193925, 0.005879820745692112, 0.08687480838429204, 0.17602218095440025]"
5,"[0.6914878406366932, 0.2324139606109254, 0.004632967838732685, 0.03173467610586618, 0.03973055480778246]"
6,"[0.6040058838127244, 0.17125309656479307, 0.005881406365377259, 0.06010737365577524, 0.15875223960132995]"
7,"[0.38497969833279144, 0.13159042294836115, 0.019711028415574275, 0.18052873889833237, 0.2831901114049407]"
8,"[0.026329882009940502, 0.011649566740593923, 0.004312329903566065, 0.3917313794110783, 0.5659768419348213]"
9,"[0.0013215958070926831, 0.00039055665664028795, 0.0012473719818237503, 0.39824850226551334, 0.5987919732889299]"
10,"[0.0005682660380969328, 6.615654682371414e-5, 0.0011934940098860178, 0.40642634790859866, 0.5917457354965947]"
11,"[2.012091850264047e-5, 2.6628765500756763e-6, 6.380690868269909e-5, 0.4076547421557672, 0.5922586671404974]"
12,"[1.711898097709448e-6, 4.287469739606199e-7, 1.3266754995399896e-5, 0.8954259313103416, 0.10455866128959121]"
13,"[7.529533157669743e-8, 2.097977870991461e-8, 6.548861970330516e-7, 0.9949306149549709, 0.005068633883721849]"
