Timestep,Probs
1,"[0.1893203883495145, 0.20631067961165042, 0.23058252427184459, 0.1893203883495145, 0.18446601941747567]"
2,"[0.2160574445397928, 0.27458651705415926, 0.023281336446525948, 0.25304607510114346, 0.23302862685837972]"
3,"[0.2908910454423027, 0.3676961004353445, 0.015375666580146805, 0.3027920487599513, 0.023245138782253875]"
4,"[0.26234113178700025, 0.3931871540497703, 0.024622019357636554, 0.294503598408029, 0.02534609639756359]"
5,"[0.5977191253991359, 0.18984873860404847, 0.028731273166837813, 0.16921520984868052, 0.014485652981296766]"
6,"[0.23827920708460718, 0.3972458535870524, 0.03560964249276494, 0.28022289004370593, 0.04864240679187023]"
7,"[0.1749045754533992, 0.1528723463223754, 0.03102129578012562, 0.6299934305521867, 0.011208351891911527]"
8,"[0.10768670599583637, 0.007781162641952269, 0.0024307197879116556, 0.8626553568276193, 0.019446054746679008]"
9,"[0.0070267251531348435, 0.0004353780586696516, 0.0001608279353638426, 0.9663564785295418, 0.026020590323292243]"
10,"[0.0008921718385722313, 4.340931842093241e-5, 0.00015421592723620448, 0.9671131634121296, 0.03179703950363902]"
11,"[5.398965870273802e-5, 2.8144167483408527e-6, 4.869387076055988e-6, 0.9679409626033074, 0.03199736393416759]"
12,"[0.00013743632048315692, 1.1414575770029238e-15, 0.00014101827032910965, 0.9975224703628701, 0.0021990750463112482]"
13,"[8.820206322602526e-6, 4.0410530625999307e-26, 8.826197758120997e-6, 0.9998757675502364, 0.00010658604568151652]"
