Timestep,Probs
1,"[0.2422802850356297, 0.19714964370546328, 0.18289786223277915, 0.19477434679334926, 0.18289786223277915]"
2,"[0.254155523157326, 0.2423588624710468, 0.06568423047041626, 0.25603195165965065, 0.18176943224156025]"
3,"[0.22029490518608788, 0.2600709667310918, 0.08625504638480339, 0.2711485325810914, 0.16223054911692528]"
4,"[0.23433169861754533, 0.25202944080762135, 0.05266939045977004, 0.2785855647381873, 0.18238390537687751]"
5,"[0.408067305040302, 0.5160249804084907, 0.0076700143429085915, 0.042251481136044246, 0.025986219072254263]"
6,"[0.44481698984605256, 0.5431685001534857, 0.0072645644470715, 0.002235275231803696, 0.0025146703215834943]"
7,"[0.4222083986368339, 0.5549551345555505, 0.018933156794171867, 0.001884371492681794, 0.002018938520763606]"
8,"[0.4152146384246001, 0.5571227025805461, 0.023928087528077194, 0.0008299193858067606, 0.0029046520809697463]"
9,"[0.42670239548829864, 0.5719506016597371, 0.0011140590435501122, 4.498530089899513e-5, 0.00018795850751439084]"
10,"[0.34018659678187174, 0.6595220989975813, 6.026987635244201e-5, 3.1390535967273573e-6, 0.00022789529059807578]"
11,"[0.3321401802345847, 0.6678545516973291, 3.6145066091169727e-6, 8.303960725439176e-7, 8.231654066184934e-7]"
12,"[0.8927331748035305, 0.1072637681552522, 2.778522117036418e-6, 2.652518016833923e-7, 1.3267299147981836e-8]"
13,"[0.9989478378528494, 0.00015967028395846142, 3.9549581000595315e-6, 0.0005923542112415065, 0.0002961826938525371]"
