Timestep,Probs
1,"[0.17473118279569883, 0.18279569892473108, 0.19086021505376333, 0.21505376344086008, 0.23655913978494608]"
2,"[0.05839949034384326, 0.054074056457523806, 0.07426123405978485, 0.3813982570644863, 0.43186696207436054]"
3,"[0.047464943593278734, 0.045376665326578726, 0.15048716174358917, 0.34193437313274294, 0.41473685620381]"
4,"[0.010329958368230434, 0.05352379833164039, 0.31548586034459947, 0.19342522326492398, 0.4272351596906074]"
5,"[0.00686695771936271, 0.16953328377296994, 0.3790229271419598, 0.14248369409572317, 0.3020931372699843]"
6,"[0.001015481740049771, 0.3064446713005611, 0.322170868888717, 0.08371349905124795, 0.28665547901942423]"
7,"[0.00043017136243973304, 0.08737140229693523, 0.8114667973180857, 0.025173941238880754, 0.07555768778365898]"
8,"[0.008367579853846473, 0.11464709861135942, 0.7840637667991285, 0.05271566827726512, 0.04020588645840409]"
9,"[0.004616461414707192, 0.3450206470273488, 0.3385918838511945, 0.22441131824917301, 0.08735968945757623]"
10,"[0.009510372288978174, 0.37724535259450864, 0.2930607953409832, 0.231419301818567, 0.08876417795696347]"
11,"[0.009384695230708801, 0.23260913518434487, 0.3168225059131096, 0.14974746679977682, 0.29143619687205957]"
12,"[0.020547781586171748, 0.10547900783496021, 0.35844532757464137, 0.1424709201687673, 0.37305696283545814]"
13,"[0.10472192523868384, 0.0733902539509135, 0.3349564254878941, 0.1370880571961921, 0.3498433381263164]"
14,"[0.23411707701026602, 0.11171779314877188, 0.263962778652517, 0.027548216089550194, 0.362654135098895]"
15,"[0.44596960357945264, 0.013250736077516992, 0.4363222174693185, 0.03201556654935164, 0.07244187632436067]"
16,"[0.46356836093776577, 0.003815871828482496, 0.4910283647175692, 0.027470715772495484, 0.014116686743687953]"
17,"[0.47126319563673125, 0.0006925101052857308, 0.522985804118326, 0.0031181003016839274, 0.001940389837972917]"
18,"[0.09558711363787621, 0.00019328669295140915, 0.903368869442224, 0.0005221156434428436, 0.0003286145835057632]"
19,"[0.000742722362284452, 8.246177126855828e-5, 0.9991747578205958, 5.7267045046665696e-8, 7.788131533277634e-10]"
