Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.4983977884645026, 0.18335029990140395, 0.18335029990140395, 0.06745080586634483, 0.06745080586634483]"
3,"[0.3222024913224023, 0.3222024913224023, 0.11853167245173185, 0.11853167245173185, 0.11853167245173185]"
4,"[0.4983977884645026, 0.18335029990140395, 0.18335029990140395, 0.06745080586634483, 0.06745080586634483]"
5,"[0.5637343097327292, 0.07629314247787525, 0.2073862628336452, 0.07629314247787525, 0.07629314247787525]"
6,"[0.5637343097327292, 0.07629314247787525, 0.2073862628336452, 0.07629314247787525, 0.07629314247787525]"
7,"[0.5637343097327291, 0.07629314247787523, 0.20738626283364517, 0.07629314247787523, 0.07629314247787523]"
8,"[0.6590912275222078, 0.03281422000530753, 0.24246611246186972, 0.03281422000530753, 0.03281422000530753]"
9,"[0.7028264513737013, 0.012872715484811203, 0.25855540217186507, 0.012872715484811203, 0.012872715484811203]"
10,"[0.60980902849109, 0.006774366386496422, 0.36986787234942087, 0.006774366386496422, 0.006774366386496422]"
11,"[0.3728493684459677, 0.004141982343352086, 0.6147246845239762, 0.004141982343352086, 0.004141982343352086]"
