Timestep,Probs
1,"[0.16290726817042603, 0.23057644110275685, 0.18796992481203004, 0.21052631578947364, 0.20802005012531324]"
2,"[0.12555953289884533, 0.1399801607649402, 0.22625553084872843, 0.2732469514549205, 0.23495782403256515]"
3,"[0.0825076041726197, 0.1507799929986889, 0.05750033725194171, 0.6003527437801055, 0.10885932179664487]"
4,"[0.11727211392855426, 0.15816876803483393, 0.015499393356887551, 0.6235222982810116, 0.08553742639871084]"
5,"[0.009056820419507176, 0.01919256485832922, 0.014012148852681539, 0.8342189574747269, 0.12351950839475434]"
6,"[0.0016405057349482735, 0.0036464022151183125, 0.0012258664084472371, 0.8931916765253599, 0.10029554911612776]"
7,"[0.00015469465720871858, 0.0003138576666451509, 0.0032483594909265253, 0.8875260322408848, 0.10875705594432941]"
8,"[1.2476016066181438e-5, 2.495203227942519e-5, 0.00026199633740570533, 0.8638728063458261, 0.13582776926842274]"
9,"[1.6412632807736104e-5, 1.727645558709099e-5, 0.00031356766890569434, 0.8568105897081681, 0.14284215353452767]"
10,"[9.941224150328802e-5, 5.5076034073843876e-6, 5.539590953127081e-6, 0.2423676375285054, 0.7575219030356286]"
11,"[0.0007343645660486612, 0.0146873167991906, 0.0014688078149763992, 0.00889714212435856, 0.9742123686954244]"
12,"[0.00015172116590069976, 0.0012137693287720568, 0.00030344775526696386, 0.0009103770305890052, 0.9974206847194714]"
13,"[0.000255245638430416, 0.00010069035942414229, 2.6867961940046456e-5, 6.71742274608298e-5, 0.9995500218127409]"
