Timestep,Probs
1,"[0.18490566037735848, 0.1962264150943396, 0.230188679245283, 0.18867924528301885, 0.19999999999999998]"
2,"[0.17693832263967002, 0.2246516677486029, 0.1948316899538276, 0.19483061257790577, 0.20874770707999335]"
3,"[0.11333919546553801, 0.07898850490918491, 0.15673468432506057, 0.4854723442876817, 0.16546527101253516]"
4,"[0.13102504786828406, 0.08406071844021369, 0.11248411711971527, 0.5092666559491377, 0.16316346062264805]"
5,"[0.24549448898157472, 0.1619702100471951, 0.17833387453650562, 0.33300681728376164, 0.08119460915096431]"
6,"[0.17169673477341646, 0.4578000159822986, 0.09940479491925475, 0.2108575362017363, 0.060240918123292984]"
7,"[0.09082265362930049, 0.7236170064467913, 0.05239462486495073, 0.09823708142680757, 0.034928633632149514]"
8,"[0.10762093767063682, 0.6083716172775713, 0.03288415640565112, 0.19133398812129473, 0.059789300524845164]"
9,"[0.05330194224176481, 0.7026252551141372, 0.008909233921678035, 0.13548770635624333, 0.09967586236617593]"
10,"[0.03518759985685059, 0.6884349900177116, 7.563055704235384e-8, 0.16080651197584667, 0.11557082251903154]"
11,"[0.00029568531068135945, 0.7085912951574473, 5.296782875628291e-10, 0.2092331800321805, 0.08187983897001101]"
12,"[2.9402734916526697e-10, 0.6320558404547657, 7.567161295904056e-16, 0.28135591899104434, 0.08658824026016129]"
13,"[1.8087891250524404e-18, 0.6470879397677789, 2.2478537562661965e-27, 0.27030442798008625, 0.08260763225213333]"
