Timestep,Probs
1,"[0.19800000000000015, 0.1560000000000001, 0.19200000000000014, 0.20000000000000015, 0.25400000000000017]"
2,"[0.20157068744537512, 0.14921465764560435, 0.17015710109096024, 0.2120419266821905, 0.2670156271358696]"
3,"[0.21344813259328932, 0.19648985118424533, 0.11252943080108874, 0.20227597987406293, 0.2752566055473118]"
4,"[0.23489933259554582, 0.208053420242218, 0.08724861704500499, 0.19463090256460597, 0.2751677275526262]"
5,"[0.4089991023110522, 0.4089529357989637, 0.13636688924812038, 0.04554950007152033, 0.0001315725703419264]"
6,"[2.899825584436721e-6, 0.9999952940630553, 1.646596901669674e-6, 1.583182197424771e-7, 1.1962407701162885e-9]"
7,"[3.23718420083042e-10, 0.9999999995424234, 1.0952426092240716e-10, 2.4335222260465896e-11, 2.384343274535942e-15]"
8,"[1.5339124224206926e-13, 0.9999999999998456, 1.5099502470671803e-18, 1.0444478681815087e-16, 3.2755225709500435e-23]"
9,"[4.080505966953456e-6, 0.9999959193558503, 1.381863919182342e-10, 0.0, 0.0]"
10,"[1.3664977451623199e-9, 0.9999999986335014, 3.570708116702185e-18, 0.0, 0.0]"
11,"[0.930118311724457, 0.06987993833092442, 1.7499446182091018e-6, 0.0, 0.0]"
12,"[0.9999997966647451, 8.093998213445292e-9, 1.952412559248145e-7, 0.0, 0.0]"
13,"[0.9999971156867986, 1.030111859022724e-7, 2.7813020193613305e-6, 0.0, 0.0]"
