Timestep,Probs
1,"[0.21400000000000016, 0.20200000000000015, 0.18400000000000014, 0.18000000000000013, 0.22000000000000017]"
2,"[0.2192513072103277, 0.20320849147930845, 0.16844933541677637, 0.1898395122842575, 0.21925135360933193]"
3,"[0.24666180680325883, 0.22719271730004323, 0.09763881731127062, 0.20126060129744686, 0.22724605728798028]"
4,"[0.2537312871124386, 0.23880583596127894, 0.07462712936238336, 0.21641784257772423, 0.2164179049861758]"
5,"[0.41660211540415776, 0.40274797119092115, 0.12497513230071763, 0.04172963037595104, 0.01394515072825285]"
6,"[2.0121990199626317e-6, 0.9999963121118177, 1.4228554441676106e-6, 1.8972115149772882e-7, 6.31125707641452e-8]"
7,"[3.6058867256394476e-10, 0.9999999995067359, 9.242445667269238e-11, 3.018725939376964e-11, 1.0062335794155117e-11]"
8,"[5.553262143972744e-14, 0.9999999999999452, 1.357127020979919e-18, 1.4989774381593525e-16, 1.2337299667399592e-19]"
9,"[8.428415474501626e-6, 0.9999868721519573, 4.696794970702485e-6, 1.2818761166759919e-9, 1.3557290616696523e-9]"
10,"[1.0037882244569937e-9, 0.9999999988953936, 1.008038598994827e-10, 1.5151895665831247e-14, 1.8939521494652352e-16]"
11,"[0.025459538194583582, 0.9745404138980098, 4.7907424067955974e-8, 0.0, 0.0]"
12,"[3.302045878660965e-5, 0.9999441192188114, 2.2860322401023807e-5, 0.0, 0.0]"
13,"[8.507259528093197e-5, 0.9998298548074703, 8.507259725721832e-5, 0.0, 0.0]"
