Timestep,Probs
1,"[0.19200000000000014, 0.20000000000000015, 0.21800000000000017, 0.22400000000000017, 0.16600000000000012]"
2,"[0.14285730722309156, 0.15527955246860917, 0.22981368947539593, 0.2701862137787318, 0.20186323705417036]"
3,"[0.19951213320057457, 0.19950109549778486, 0.055834257751031534, 0.5081071982261199, 0.03704531532448887]"
4,"[0.16494787851597698, 0.23195793702836115, 3.541392394050063e-6, 0.5566990566275264, 0.04639158643573932]"
5,"[0.004933186061848832, 0.04137149212765663, 9.545831827836087e-10, 0.9127723001915075, 0.040923020664404744]"
6,"[1.4616026349669732e-7, 1.1938132316530693e-7, 4.2250230509821596e-18, 0.9366195299789019, 0.06338020447950835]"
7,"[1.7472197477936625e-10, 4.1156715621326565e-11, 5.56595944730414e-21, 0.9323320762452593, 0.06766792353886125]"
8,"[2.52946123450724e-13, 8.573219143846953e-18, 1.2283766482371911e-27, 0.9285714322867267, 0.07142856771302389]"
9,"[3.673095906542856e-16, 1.896361311831135e-24, 2.7191423475959416e-34, 0.9243742143083271, 0.07562578569167061]"
10,"[1.2133760012918661e-11, 0.0, 1.6594421446001143e-14, 3.6781499113024144e-6, 0.9999963218379391]"
11,"[1.6934842609576022e-12, 0.0, 9.955960257667925e-14, 0.0, 0.9999999999982135]"
12,"[4.569593966837282e-22, 0.0, 3.9176865124916744e-26, 0.0, 0.9999999999999953]"
13,"[4.046761168597432e-34, 0.0, 1.5412644924100153e-38, 0.0, 1.000000000000001]"
