Timestep,Probs
1,"[0.20200000000000015, 0.20000000000000015, 0.19400000000000014, 0.21800000000000017, 0.18600000000000014]"
2,"[0.21502589344159115, 0.20725387933100828, 0.1502590682022547, 0.23834193848156518, 0.18911922054357938]"
3,"[0.2321993181230496, 0.26432091565802474, 0.064808436220955, 0.2579972798717757, 0.18067405012619417]"
4,"[0.22794116254280433, 0.2647055636807095, 0.05147096867781312, 0.2647058388511097, 0.19117646624756385]"
5,"[0.4057288354718645, 0.46370397785230494, 0.08695277794390519, 0.04353932569668426, 7.50830352402712e-5]"
6,"[1.6410155692004856e-6, 0.9999978217553954, 3.5218633200211527e-7, 1.8504242288385746e-7, 2.8325587354661205e-13]"
7,"[3.2853167335879717e-10, 0.999999999586628, 5.52208541513048e-11, 2.962167659639094e-11, 9.534693990663926e-24]"
8,"[7.323711761614437e-14, 0.9999999999999125, 9.739764477769954e-19, 1.0498927629853168e-14, 1.8922106423655575e-34]"
9,"[7.607645071303897e-9, 0.9999999839394066, 7.607645071303869e-9, 8.452938968115331e-10, 3.1811391925408275e-15]"
10,"[1.6189630473989426e-15, 0.9999999999998694, 1.3113600683931126e-13, 1.9987198116035663e-17, 5.166122072961023e-26]"
11,"[7.58955666366511e-5, 0.999848207581423, 7.58955666366511e-5, 1.2852980852622863e-9, 4.837030207538765e-15]"
12,"[0.03736141056934199, 0.9252771710380718, 0.03736141056934199, 7.811342822699321e-9, 1.1905719894374668e-11]"
13,"[0.0001514188549833287, 0.006389473599372861, 0.9934591075456431, 5.361296728025658e-16, 1.2454599568746907e-22]"
