Timestep,Probs
1,"[0.2337164750957856, 0.1839080459770116, 0.24521072796934884, 0.1494252873563219, 0.18773946360153268]"
2,"[0.2741428383557192, 0.1401869094328237, 0.11838043725054935, 0.21806891168701914, 0.24922090327388857]"
3,"[0.4393218094937454, 0.12863320397681055, 0.05080314427088019, 0.1678548590218273, 0.21338698323673547]"
4,"[0.5730722518201676, 0.09941749331003022, 0.05263176970548183, 0.13158541535735052, 0.1432930698069693]"
5,"[0.7137347531016602, 0.10110185817527553, 0.026888548018625377, 0.08074046137590808, 0.0775343793285338]"
6,"[0.7015469573275545, 0.055680128638490214, 0.05345267102995684, 0.1024596112335634, 0.08686063177043749]"
7,"[0.7091248994839955, 0.05830052047875189, 0.10321060620499813, 0.05191119437344277, 0.07745277945881329]"
8,"[0.5517442772344903, 0.0421425452204799, 0.0804582346930982, 0.14176347506826337, 0.18389146778366694]"
9,"[0.1982431817562141, 0.013440814528863004, 0.026859688268856416, 0.22709735909595744, 0.5343589563501095]"
10,"[0.043757159485639414, 0.0012499784882380263, 0.01999960611390117, 0.2650034129013514, 0.6699898430108678]"
11,"[0.012961663686923374, 4.62644777045608e-7, 0.0030596729647152368, 0.1822623555853877, 0.8017158451181976]"
12,"[2.2723248035606094e-9, 3.848194677304346e-14, 4.093016822674456e-8, 0.45648986419027665, 0.5435100926071926]"
13,"[1.3438912226641316e-15, 3.854242385257473e-25, 7.93567785414766e-11, 0.799521040120109, 0.20047895980053293]"
