Timestep,Probs
1,"[0.17131474103585653, 0.21912350597609553, 0.20717131474103578, 0.19123505976095612, 0.2111553784860557]"
2,"[0.159193105314284, 0.23991011356353686, 0.19730925723594547, 0.2399098004208822, 0.16367772346535103]"
3,"[0.10591649446719414, 0.2846109666041621, 0.16947438756026048, 0.2371186580502625, 0.2028794933181204]"
4,"[0.11528476315610918, 0.2551811788748578, 0.18134831554625744, 0.24352351048257162, 0.2046622319402044]"
5,"[0.2057599961333816, 0.3046166227124864, 0.26253443477017296, 0.1366359976379037, 0.09045294874605458]"
6,"[0.059514271560491605, 0.645852518011663, 0.15864198484868103, 0.08499221884696766, 0.05099900673219776]"
7,"[0.02008107250997711, 0.8792596043802862, 0.05543371030000252, 0.02679592364839132, 0.018429689161341238]"
8,"[0.02281001491314558, 0.8079273935003065, 0.10651717740124607, 0.03800853870772195, 0.02473687547758045]"
9,"[0.00840243549508719, 0.8042085116706899, 0.1569088703351062, 0.01393630674388559, 0.016543875755232217]"
10,"[0.021974131371692466, 0.6319256299024887, 0.3296066280247621, 0.01098670188203279, 0.005506908819024409]"
11,"[0.05681487982522295, 0.29666843513399355, 0.6394123238704233, 0.004736282098764992, 0.0023680790715940913]"
12,"[0.005605720733801492, 0.0948496338463703, 0.8995446255905755, 1.5163338054769048e-8, 4.665916036135381e-9]"
13,"[0.0021223104795684363, 6.471445152403713e-6, 0.9978712171050101, 9.337189427621984e-10, 3.65522956406588e-11]"
