Timestep,Probs
1,"[0.18421052631578946, 0.22932330827067668, 0.22932330827067668, 0.18796992481203006, 0.16917293233082706]"
2,"[0.17174506040257517, 0.14681545233450258, 0.235456585188054, 0.2188369144298288, 0.22714598764503943]"
3,"[0.1518821318174437, 0.18126005230949224, 0.172877281131048, 0.33013693591969545, 0.1638435988223194]"
4,"[0.19839604699161542, 0.17034253789023257, 0.10220503054766515, 0.4148280176474197, 0.11422836692306793]"
5,"[0.1388487352004795, 0.0705650375138619, 0.09653104109804864, 0.5258668264864804, 0.16818835970112872]"
6,"[0.0701423383861118, 0.048566127866133096, 0.08093467836169062, 0.5917286824118684, 0.20862817297419645]"
7,"[0.011789187829270692, 0.001486637800599914, 0.06755203424594848, 0.6534391259098297, 0.26573301421435325]"
8,"[0.006283929046380307, 0.000897653352775027, 0.05116583967368142, 0.7190237739534964, 0.2226288039736655]"
9,"[0.0013011512187013838, 0.0, 0.014334345952266594, 0.7747274669466198, 0.20963703588241]"
10,"[0.0012886456064793888, 0.0, 0.018041215114081986, 0.48453924490057476, 0.4961308943788618]"
11,"[4.934743173532064e-13, 0.0, 0.007747594028910131, 0.45867972911988014, 0.5335726768507206]"
12,"[5.5593662579323385e-22, 0.0, 0.0038041943438747693, 0.3080079569125258, 0.6881878487436001]"
13,"[1.6917512702401347e-13, 0.0, 0.0013272236863751815, 0.09716629736122637, 0.9015064789522341]"
