Timestep,Probs
1,"[0.3381742738589206, 0.33195020746887915, 0.32987551867219866]"
2,"[0.33208507783802865, 0.33629822000920123, 0.3316167021527684]"
3,"[0.3228555227005537, 0.33746347276399413, 0.3396810045354514]"
4,"[0.3234923132129833, 0.3342916863530144, 0.34221600043400047]"
5,"[0.3246259820060109, 0.3244675433556657, 0.350906474638322]"
6,"[0.32331893323629396, 0.3333306736154558, 0.3433503931482507]"
7,"[0.30170497511712013, 0.34557014633299615, 0.3527248785498835]"
8,"[0.3083064214497777, 0.3520480369822784, 0.33964554156794435]"
9,"[0.31091748845432876, 0.3426461613688557, 0.3464363501768165]"
10,"[0.3309086152831478, 0.31487589849077924, 0.3542154862260733]"
11,"[0.32175128644826223, 0.3159188197200458, 0.3623298938316918]"
12,"[0.3127834549075128, 0.3446478975080886, 0.342568647584399]"
13,"[0.3224182175271036, 0.340131696308672, 0.33745008616422345]"
14,"[0.33700077351464874, 0.3326183824320056, 0.3303808440533462]"
15,"[0.3413754955116104, 0.33416342177730857, 0.3244610827110826]"
16,"[0.3503906988829324, 0.33681436197185155, 0.312794939145217]"
17,"[0.08589252335125575, 0.6021476696670388, 0.3119598069817061]"
18,"[0.013042596980415972, 0.795512669534436, 0.1914447334851522]"
19,"[0.0019945351481893314, 0.9358703098605253, 0.062135154991281284]"
20,"[0.00127169962777738, 0.8814669810604367, 0.11726131931178155]"
