Timestep,Probs
1,"[0.34154929577464754, 0.32394366197183067, 0.3345070422535208]"
2,"[0.3468616004410759, 0.30996801448753486, 0.3431703850713881]"
3,"[0.34177297565480524, 0.3037974165511537, 0.3544296077940403]"
4,"[0.4921875250443954, 0.022364918672215968, 0.4854475562833902]"
5,"[0.5187284232125086, 0.0011850802319325043, 0.4800864965555599]"
6,"[0.5339042247651535, 0.0012837620641692378, 0.46481201317067683]"
7,"[0.5344513351244693, 0.0012273473601471872, 0.4643213175153836]"
8,"[0.5442928348559928, 0.0012831282047674648, 0.45442403693923966]"
9,"[0.5489741307325033, 0.001235782606705714, 0.44979008666079207]"
10,"[0.5410258504653044, 0.001263970377950368, 0.4577101791567454]"
