Timestep,Probs
1,"[0.33691756272401413, 0.32974910394265217, 0.33333333333333315]"
2,"[0.32950457488334267, 0.3333320480656433, 0.3371633770510134]"
3,"[0.33482040598730156, 0.3169680492723433, 0.3482115447403561]"
4,"[0.47233187581138725, 0.024869161974226884, 0.5027989622143847]"
5,"[0.48210229155860174, 0.001339120181662253, 0.5165585882597351]"
6,"[0.48974840027969596, 0.0011865281181915413, 0.5090650716021125]"
7,"[0.49879085023560205, 0.0012131269431748606, 0.49999602282122246]"
8,"[0.4926093675902286, 0.0011830129217161194, 0.5062076194880576]"
9,"[0.4927680038965046, 0.0010294710636606613, 0.5062025250398346]"
10,"[0.4920735832611093, 0.0011038879483033048, 0.506822528790589]"
