Timestep,Probs
1,"[0.21014492753623215, 0.1376811594202898, 0.23429951690821293, 0.17632850241545905, 0.24154589371980717]"
2,"[0.2517199587362222, 0.17766075234878598, 0.28672594400648693, 0.21246450893747038, 0.07142883597103453]"
3,"[0.06511299442733895, 0.7446176338119075, 0.07253672059186866, 0.09680696566137535, 0.02092568550750986]"
4,"[0.17552668607038768, 0.47461880492864156, 0.24724313417394395, 0.05935575794747159, 0.04325561687955428]"
5,"[0.37537880010001407, 0.09136146416383363, 0.4466633478280771, 0.08027603854785223, 0.0063203493602237435]"
6,"[0.45613864039493673, 0.07162805204506692, 0.4640458771523035, 0.005303409443107053, 0.0028840209645865297]"
7,"[0.0580213230935075, 0.01695431435197602, 0.9133499018912808, 0.0005704744417680169, 0.011103986221469771]"
8,"[0.029988161064011146, 0.0014552021411744014, 0.9677524469678883, 3.829478764778443e-5, 0.0007658950392795065]"
9,"[0.02726608073982444, 9.241932235389549e-5, 0.9725883335049783, 2.5317349265935584e-6, 5.0634697916178195e-5]"
10,"[0.0005591540163485273, 0.000413672838225013, 0.9983377132406663, 0.0002757821364280902, 0.00041367776833595615]"
11,"[3.4519766683376114e-5, 1.2923836079627136e-5, 0.9999181318421009, 1.2898853590376478e-5, 2.15257015433316e-5]"
