Timestep,Probs
1,"[0.1794871794871793, 0.17521367521367504, 0.2307692307692304, 0.22222222222222188, 0.19230769230769207]"
2,"[0.17825795788252116, 0.16542892401277673, 0.2207965936132321, 0.25253203686162884, 0.18298448762984124]"
3,"[0.4001993612950048, 0.41869670501096184, 0.06450856776596159, 0.06808028373301367, 0.048515082195057124]"
4,"[0.4702510276447707, 0.5200217669090418, 0.003433443465113498, 0.004576734006484502, 0.0017170279745885395]"
5,"[0.5096523122954908, 0.4793424121771569, 0.0038967889815716785, 0.005540579372776036, 0.0015679071730039264]"
6,"[0.47581373146886025, 0.5218279263361434, 0.000786115172868427, 0.0011791710997494482, 0.00039305592237826774]"
7,"[0.45799705347680003, 0.532384092100865, 0.007004352454690697, 0.0019078827197163075, 0.0007066192479267098]"
8,"[0.45669931390491963, 0.5351956752134228, 0.008016899473557522, 8.811124210183397e-5, 1.6599866475033763e-10]"
9,"[0.4893005817651971, 0.5093300387750893, 0.0012461353057364526, 0.0001232441539767646, 4.3637214646095604e-16]"
10,"[0.5334140640143974, 0.46502871778637966, 0.0015384565341715172, 1.8761665050347928e-5, 1.5431963613321486e-24]"
11,"[0.5404266770258204, 0.4595733134579635, 9.501570964955928e-9, 1.609096021875589e-13, 1.4481864196880377e-11]"
12,"[0.12687493357261778, 0.8731250664273825, 7.248892677692815e-18, 1.8710659041533192e-26, 1.1184857761847611e-21]"
13,"[0.015030655312700246, 0.9849693446872994, 3.527996619484935e-28, 1.2491599368257935e-39, 3.9199962539886504e-29]"
