Timestep,Probs
1,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
2,"[0.9993545120391029, 0.0003335176055241641, 0.0003119703553728829]"
3,"[0.9999945383770428, 1.0321437587466998e-7, 5.358408581361921e-6]"
4,"[0.9999947253073463, 1.8424346855033374e-9, 5.2728502189350104e-6]"
5,"[0.9999947253317399, 1.8427331984764498e-9, 5.272825526879056e-6]"
6,"[0.9999947254640419, 1.7149073084877493e-9, 5.272821050804434e-6]"
7,"[1.4298684749801427e-5, 1.1728123014252944e-5, 0.999973973192236]"
8,"[1.4310098598877747e-5, 1.1728122881331636e-5, 0.9999739617785197]"
9,"[1.431001934094636e-5, 1.1728122475684678e-5, 0.9999739618581833]"
10,"[1.4310154431614286e-5, 1.1728298034100312e-5, 0.9999739615475343]"
