Timestep,Probs
1,"[0.20600000000000016, 0.20600000000000016, 0.19000000000000014, 0.20000000000000015, 0.19800000000000015]"
2,"[0.2305764392421342, 0.2305764392421342, 0.14786967624191089, 0.1854636610699249, 0.20551378420389646]"
3,"[0.5079554342632195, 0.4146382481938848, 0.02958028088053385, 0.02387030697894862, 0.02395572968341208]"
4,"[0.5306117840497199, 0.4353738603904544, 0.020408528305018856, 0.0068028052189041495, 0.006803022035902625]"
5,"[0.5514446086252878, 0.44851392946390095, 2.129123132379571e-5, 1.0085310887349373e-5, 1.0085368599780199e-5]"
6,"[0.5530302854154285, 0.44696968607421184, 1.4255180146973625e-8, 2.6823585987147046e-14, 1.4255150343146714e-8]"
7,"[0.040443241292681655, 0.9595567586110293, 9.511315691730492e-11, 3.742441173019227e-23, 1.174236749949252e-12]"
8,"[0.036966306676947794, 0.9630336928877925, 4.2996323595183877e-10, 5.300918823867681e-12, 8.078202693729869e-16]"
9,"[0.039645548503499634, 0.9603544514965098, 9.74665370970304e-17, 1.8116423498770444e-22, 4.208541078482693e-30]"
10,"[0.039647574791958795, 0.9603524252080475, 2.7617863810913506e-26, 5.195996380783984e-32, 1.6557746717118606e-42]"
11,"[0.8739842799133137, 0.12601572008668735, 1.5711885830221223e-33, 4.506133234380389e-43, 1.4359377279880119e-53]"
12,"[0.9999999420040343, 5.79423014760578e-8, 5.365030171685928e-11, 8.199722056269494e-15, 9.085721882588734e-16]"
13,"[0.9999999999581619, 4.1837628144450546e-11, 1.713596220031388e-21, 2.902486546305552e-26, 3.582703248404782e-28]"
