Timestep,Probs
1,"[0.3046153846153852, 0.34153846153846223, 0.3538461538461546]"
2,"[0.2675160236375802, 0.3740343312719836, 0.3584496450904365]"
3,"[0.07938357813909072, 0.46616555944753757, 0.4544508624133733]"
4,"[0.18398708416351459, 0.41133512351546564, 0.40467779232102186]"
5,"[0.12830058412016077, 0.31321617731148116, 0.5584832385683582]"
6,"[0.053887269752381554, 0.0880573196517713, 0.8580554105958446]"
7,"[0.15144735947403887, 0.22999021813901319, 0.6185624223869479]"
8,"[0.24998826936278834, 0.38234864610940034, 0.367663084527812]"
9,"[0.0969654834466009, 0.6080958796903044, 0.2949386368630931]"
10,"[0.024960300638834282, 0.6152093564074187, 0.35983034295374766]"
11,"[0.002086721286822436, 0.618938927450763, 0.37897435126241424]"
12,"[0.0009000203428239336, 0.6336604980894718, 0.3654394815677031]"
13,"[0.0003611089972259, 0.612499021454662, 0.38713986954811275]"
14,"[0.0008302335088584515, 0.644264823045434, 0.35490494344570656]"
15,"[0.00032837769598911425, 0.6423726255776699, 0.35729899672634163]"
16,"[0.00011550858424729892, 0.6228471079682508, 0.37703738344750126]"
17,"[1.6844785358806776e-10, 0.3233611702653696, 0.6766388295661828]"
18,"[5.979145883418304e-9, 0.10161051544167408, 0.898389478579176]"
19,"[1.0982821375885953e-28, 0.05838370548108361, 0.9416162945189179]"
20,"[5.653794448343499e-37, 0.013294143052664076, 0.986705856947331]"
21,"[4.91748229905373e-74, 0.003712697190508571, 0.9962873028094907]"
22,"[6.587282980489404e-146, 0.0009188046252374565, 0.9990811953747616]"
23,"[1.393861922104758e-92, 3.9124815404865595e-34, 1.000000000000006]"
24,"[1.9998669554623992e-237, 1.5314279147231439e-65, 1.0000000000000004]"
25,"[0.0, 3.204508230422969e-152, 1.0000000000000002]"
26,"[0.0, 1.2794717134589272e-280, 1.0000000000000016]"
27,"[4.0181038902534033e-258, 8.655838720248766e-131, 1.0000000000000013]"
