Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.20910604446940753, 0.13736604596207336, 0.13425053753011096, 0.2305440761463355, 0.2887332958920726]"
3,"[0.2274574376494992, 0.12462383316867805, 0.13773687173755012, 0.2763232552388727, 0.2338586022053998]"
4,"[0.3078079139366702, 0.1812666463250675, 0.11505486565770669, 0.23295130831803673, 0.1629192657625189]"
5,"[0.22839628626616806, 0.14710489981415364, 0.1510515317107544, 0.3096939877420255, 0.16375329446689849]"
6,"[0.17159247110968112, 0.14155105381549482, 0.22380417161531577, 0.29916564139431295, 0.1638866620651954]"
7,"[0.17119531351650186, 0.10967674119938516, 0.2687535856089089, 0.24173307239282033, 0.2086412872823837]"
8,"[0.16493491707294983, 0.130011916851369, 0.24013723040221746, 0.3096412078547899, 0.1552747278186739]"
9,"[0.14193595260867584, 0.18541034523110955, 0.2651603728328177, 0.25253340517827083, 0.15495992414912613]"
10,"[0.20126599410518836, 0.2057329741626418, 0.23453709838562578, 0.23146379989718255, 0.1270001334493616]"
11,"[0.16509208605083361, 0.14209193080899113, 0.350838481805177, 0.2179304368342758, 0.1240470645007224]"
12,"[0.14670737949838591, 0.15431043700747996, 0.3307298807512624, 0.27623320103471977, 0.09201910170815188]"
13,"[0.07904337432381406, 0.1335288835300684, 0.5921663813228499, 0.12763474806473407, 0.0676266127585336]"
14,"[0.04047601651440761, 0.03714390876526369, 0.799024939843067, 0.08503010862263233, 0.03832502625462927]"
15,"[0.032744263071608194, 0.03719300452521806, 0.4341459262716807, 0.3557187452925537, 0.14019806083893926]"
16,"[0.013201559373117764, 0.01461975826160803, 0.09189952009927181, 0.627407972581721, 0.25287118968428146]"
17,"[0.0019019881507346776, 0.0022233670415746395, 0.008911519114298626, 0.6982791917644509, 0.28868393392894115]"
18,"[0.0008373355319238541, 0.0006066509712026725, 0.0024522557926169165, 0.30623216259951225, 0.6898715951047443]"
19,"[0.00019072235787613286, 0.00014198157061454908, 0.00041616169043383447, 0.04510701764666408, 0.9541441167344115]"
