Timestep,Probs
1,"[0.333333333333333, 0.333333333333333, 0.333333333333333]"
2,"[0.16071428571428867, 0.4464285714285698, 0.39285714285714207]"
3,"[0.1607142857142857, 0.4464285714285719, 0.3928571428571432]"
4,"[9.645867414962986e-8, 2.679407615267498e-7, 0.9999996356005647]"
5,"[1.0910278166997366e-30, 1.0910278166997366e-30, 1.0000000000000009]"
6,"[3.731711131279689e-100, 1.8372924090302418e-58, 0.9999999999999981]"
7,"[1.8649626132706028e-203, 2.225773247331905e-78, 1.0000000000000007]"
8,"[4.45772631420161e-265, 2.6193555415668455e-98, 1.0000000000000029]"
9,"[0.0, 3.2235410592185173e-131, 0.9999999999999973]"
10,"[0.0, 1.685360009021487e-181, 0.9999999999999973]"
11,"[0.0, 2.7603286718914963e-221, 0.9999999999999973]"
12,"[0.0, 1.191376010373215e-257, 0.9999999999999978]"
13,"[0.0, 3.316183e-318, 0.999999999999999]"
14,"[0.0, 0.0, 1.0000000000000016]"
15,"[0.0, 0.0, 1.0000000000000004]"
16,"[0.0, 0.0, 0.9999999999999993]"
17,"[7.361871693679409e-22, 1.0188068667164583e-108, 0.9999999999999993]"
18,"[1.002963135818197e-57, 8.403770478559943e-183, 0.9999999999999993]"
19,"[1.9795979512942612e-117, 4.393734125078597e-232, 1.000000000000002]"
