Timestep,Probs
1,"[0.20200000000000015, 0.19400000000000014, 0.21800000000000017, 0.20200000000000015, 0.18400000000000014]"
2,"[0.23974763090715406, 0.2807570911563742, 0.04416404778456123, 0.26182965109866524, 0.17350157905324556]"
3,"[0.1086013847212518, 0.1852981354128558, 0.015500472861123962, 0.49101565692493127, 0.19958435007983752]"
4,"[0.09564676429322315, 0.15300384360961217, 0.01912485395115445, 0.5600929287716844, 0.17213160937432537]"
5,"[0.03169173322162691, 0.0983420390491314, 0.02455183097170816, 0.6279504978982132, 0.21746389885932285]"
6,"[0.0046948744525093485, 0.023474232874037573, 0.014084506515292184, 0.70892015607207, 0.24882623008609175]"
7,"[7.181097228958498e-6, 0.015713005660055117, 0.005236604688315125, 0.74342312611386, 0.23562008244054317]"
8,"[1.7826858923273548e-13, 0.011173184214721316, 2.5956164364067763e-10, 0.7486033146126868, 0.2402235009128508]"
9,"[4.4591985541045517e-20, 0.012047429523274653, 2.135746082206413e-14, 0.7530093325569334, 0.2349432379197721]"
10,"[1.447327021568848e-28, 0.008403362274663444, 8.533315229580352e-23, 0.9915965692046371, 6.852070094031424e-8]"
11,"[8.923402790770981e-15, 0.008676376549981183, 2.398853837047354e-14, 0.9913236225366087, 9.133742178877812e-10]"
