Timestep,Probs
1,"[0.19200000000000014, 0.22400000000000017, 0.18400000000000014, 0.20600000000000016, 0.19400000000000014]"
2,"[0.2619047636431016, 0.2761902996130662, 0.042857503060140585, 0.15238094407800884, 0.2666664896056821]"
3,"[0.49923931217943257, 0.08948729649599244, 0.02228814850671991, 0.10016735130494013, 0.28881789151291604]"
4,"[0.7999133626605748, 0.00011288904232667402, 4.200404080914839e-7, 3.3697615158759055e-6, 0.1999699584951699]"
5,"[0.9998023103420691, 8.491931665202772e-6, 2.169976393598144e-12, 4.840662017431124e-7, 0.0001887136578902805]"
6,"[0.9999055516558192, 4.0389414242073476e-11, 3.1461550456347994e-22, 1.2463968584597452e-15, 9.444830379374056e-5]"
7,"[0.9999918567931236, 8.143189850189473e-6, 1.7025387056009946e-12, 0.0, 1.5322848350408663e-11]"
8,"[0.9999999999994232, 5.793844895666294e-13, 1.4954926391790493e-21, 0.0, 1.0902141339614805e-18]"
9,"[0.9999999966797573, 4.547583630614013e-12, 5.052870700682225e-13, 0.0, 3.315188466717545e-9]"
10,"[0.9999999976994001, 4.323055507340139e-15, 3.1515074648509732e-12, 0.0, 2.2974489418763025e-9]"
11,"[0.9999999996559331, 4.2424497283707866e-13, 3.436384279980317e-11, 0.0, 3.0927458519822707e-10]"
12,"[0.9999999999992611, 7.375939009854092e-14, 6.638345108868746e-13, 0.0, 9.106097543029409e-16]"
13,"[0.9999999995269484, 5.699439564692996e-12, 4.6165460474012833e-10, 0.0, 5.699439564692894e-12]"
