Timestep,Probs
1,"[0.20113314447592046, 0.16997167138810182, 0.19830028328611876, 0.2266288951841357, 0.20396600566572215]"
2,"[0.20432307291295726, 0.14153381870764997, 0.19300077086726927, 0.23314458521992504, 0.22799775229219787]"
3,"[0.2728540641747596, 0.21990883964218844, 0.08108453095216032, 0.3246424862758596, 0.10151007895503245]"
4,"[0.3131816956868444, 0.2505461522833797, 0.040736914451902105, 0.2873392875710129, 0.10819595000686133]"
5,"[0.1254830831300619, 0.05898762606015474, 0.08741993921324616, 0.5362466074640041, 0.19186274413253318]"
6,"[0.011325553215665845, 6.837738701890828e-6, 0.047244122996282764, 0.6909353831947023, 0.2504881028546459]"
7,"[0.0008468497938519827, 4.235564615328714e-11, 0.010426857571563678, 0.6742842787374645, 0.3144420138547645]"
8,"[6.693887163226616e-5, 6.591350516925208e-18, 0.0006526374485885307, 0.7377473891196568, 0.2615330345601241]"
9,"[6.714103687206088e-10, 9.219061656698531e-13, 4.403408282250509e-6, 0.7352919319709054, 0.2647036639484774]"
10,"[5.457273633632297e-16, 1.0268820737120188e-21, 2.3488188105276387e-8, 0.23578616069562058, 0.7642138158161905]"
11,"[1.2332240962570535e-10, 8.238700258242687e-10, 7.4248772766132335e-9, 0.03781350535756283, 0.9621864862703707]"
12,"[1.1905777432676558e-20, 4.897973301834437e-23, 2.8917641166404486e-18, 0.004961572950960927, 0.9950384270490432]"
13,"[2.8798980179895425e-30, 2.6933031771384438e-36, 1.043281821887393e-27, 0.0005086894817928836, 0.9994913105182057]"
