Timestep,Probs
1,"[0.22333333333333305, 0.16999999999999982, 0.1433333333333332, 0.26666666666666644, 0.19666666666666643]"
2,"[0.3614457631712344, 0.22891566016365994, 0.20481927321868718, 0.1746988112286676, 0.03012049221775144]"
3,"[0.00035008942501858596, 0.8988393774490911, 0.00015982343342924195, 0.10047947029978027, 0.00017123939268071304]"
4,"[2.057168701277068e-6, 0.0008681308357488118, 0.12147581181040952, 0.25676962860920444, 0.6208843715759366]"
5,"[0.026366010176872057, 4.4651069750329346e-7, 0.9491763663673843, 0.02358112295654415, 0.0008760539885014704]"
6,"[4.353623030264582e-5, 9.216123537792131e-11, 0.9997442245548037, 0.0, 0.0002122391227254021]"
7,"[0.030768527327786007, 1.103040932175312e-12, 0.9692086108252521, 0.0, 2.286184586541069e-5]"
8,"[0.22222222222137297, 1.2142339374001116e-15, 0.7777777777747895, 0.0, 3.8357650082470265e-12]"
9,"[0.9999934141758924, 1.41035822527993e-23, 6.5858241076912644e-6, 0.0, 4.455321633659511e-20]"
10,"[0.9999998859503303, 5.7020491168314133e-8, 0.0, 0.0, 5.7029181991537875e-8]"
11,"[0.9999999999990387, 9.65647134946026e-13, 0.0, 0.0, 1.8394679833006393e-18]"
