Timestep,Probs
1,"[0.22560975609756106, 0.17682926829268297, 0.19207317073170738, 0.19817073170731714, 0.20731707317073178]"
2,"[0.2713435892042512, 0.23097238596729153, 0.04566540635819919, 0.2097950314936257, 0.24222358697663193]"
3,"[0.366702874315542, 0.27734936508801344, 0.03821499858634172, 0.286017562390424, 0.03171519961967934]"
4,"[0.32190261465277314, 0.36248681172700714, 0.05311289024326071, 0.24686986965865698, 0.015627813718302346]"
5,"[0.1586620849518806, 0.712440399006548, 0.026315289940487943, 0.09693875387282107, 0.00564347222826279]"
6,"[0.1800824315321575, 0.4655967129473889, 0.13615672954818667, 0.1757042586592916, 0.0424598673129747]"
7,"[0.23992001245241337, 0.19066242341610615, 0.2677821858909099, 0.2880152831559841, 0.013620095084586916]"
8,"[0.282050294711507, 0.058237947793784405, 0.06682676114957088, 0.552456281576545, 0.040428714768592944]"
9,"[0.2785682661272028, 0.00637590826213654, 0.02252229216573631, 0.627116552809023, 0.06541698063590377]"
10,"[0.2926701219263194, 0.0013780423811677143, 0.009515146793669316, 0.6272719785574625, 0.06916471034138344]"
11,"[0.04435223753537722, 0.00023422908065681304, 0.0014198528250774444, 0.8858438831274945, 0.06814979743139236]"
12,"[0.0004156202348891637, 8.209599487298539e-10, 3.227419918887808e-9, 0.9883600265079239, 0.011224349208812996]"
13,"[6.923678460360031e-5, 1.6084105618145974e-12, 7.355539982267868e-16, 0.9986062297638697, 0.0013245334499154089]"
