Timestep,Probs
1,"[0.19058823529411748, 0.21176470588235274, 0.18117647058823513, 0.21647058823529391, 0.19999999999999982]"
2,"[0.20600747953784335, 0.2350783718312041, 0.12790698323617658, 0.21434073264370365, 0.2166664327510728]"
3,"[0.3929051451445601, 0.44844335677599695, 0.05258157871915473, 0.028109576632217477, 0.07796034272807041]"
4,"[0.4156226775353138, 0.5083672670214775, 0.03983045265500291, 0.002309071916391751, 0.03387053087181687]"
5,"[0.6730192547302325, 0.28141524777345056, 0.010966162547721743, 0.00047128126218666066, 0.03412805368640933]"
6,"[0.8568244441506703, 0.13238949716556597, 0.0016922505021189018, 0.0016916599472665157, 0.007402148234382632]"
7,"[0.8212252140755314, 0.17695421052783755, 0.0001274534671900297, 0.00011830950496277233, 0.0015748124244777673]"
8,"[0.7944745034597991, 0.2036244271196443, 9.206433438615636e-5, 5.023192128895711e-5, 0.0017587731648832283]"
9,"[0.7476404849955021, 0.2504767012211785, 6.448149095178687e-5, 3.709470154296759e-5, 0.0017812375908236155]"
10,"[0.7152647204919275, 0.27532001404291156, 0.00029877897279109543, 0.000601440622716369, 0.0085150458696535]"
11,"[0.6980204511736995, 0.29703041824566206, 2.3400140430552166e-5, 0.0002574024276293341, 0.004668328012580137]"
12,"[0.13594109014008382, 0.8632561753043962, 3.8044230491760684e-5, 5.707926717885676e-6, 0.0007589823983106241]"
13,"[0.004938082693783206, 0.9944024324929918, 0.00014664219623464946, 0.00021923853565122988, 0.0002936040813345138]"
