Timestep,Probs
1,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
2,"[0.19598035503130617, 0.40200497037864263, 0.4020146745900512]"
3,"[0.18065491949315265, 0.4096689607879427, 0.40967611971890455]"
4,"[0.06291582864031334, 0.1426420751312787, 0.794442096228408]"
5,"[0.015548673347947075, 0.03530042909383711, 0.9491508975582159]"
6,"[0.003868073559102954, 0.008386111433674525, 0.9877458150072225]"
7,"[0.0020003595874540686, 0.003859612553792235, 0.9941400278587538]"
8,"[0.0020003595874540686, 0.003859612553792235, 0.9941400278587538]"
9,"[0.0020003712888333686, 0.003859612508539044, 0.9941400162026276]"
10,"[0.002000308824973257, 0.003859492244453096, 0.9941401989305737]"
11,"[0.006242500739189322, 0.021315064644718665, 0.972442434616092]"
12,"[0.020130379929097296, 0.07318384858943516, 0.9066857714814676]"
13,"[0.029940050249324553, 0.019508892195015684, 0.9505510575556597]"
14,"[0.03188246041690619, 0.003762318159496358, 0.9643552214235975]"
15,"[0.012823181003030515, 0.001512393658428428, 0.9856644253385409]"
16,"[0.0054211501864105715, 0.0004462767881563756, 0.994132573025433]"
17,"[0.004416096929241173, 0.00027685312186944707, 0.9953070499488894]"
18,"[0.0044163410948450344, 0.0002768662480706111, 0.9953067926570843]"
19,"[0.004411434883895158, 0.0002766043035424894, 0.9953119608125623]"
