Timestep,Probs
1,"[0.19000000000000014, 0.22600000000000017, 0.18800000000000014, 0.19000000000000014, 0.20600000000000016]"
2,"[0.18995633126220143, 0.22489082980396163, 0.17248908483174075, 0.19868995587228058, 0.21397379822981427]"
3,"[0.4235658089490036, 0.5453498098119677, 0.023794282157340096, 0.006510248579558278, 0.0007798505021285872]"
4,"[0.4062497147579012, 0.5749995020903031, 0.01875074768974737, 1.6212348773746562e-10, 3.529992373498218e-8]"
5,"[0.9420900021411576, 0.056598564126194136, 0.0013114325619598085, 2.1998522101823882e-15, 1.1706860505534208e-9]"
6,"[0.9999848264592356, 1.5173539775255121e-5, 3.1351787709837803e-13, 2.6980717985949572e-14, 6.414448114723796e-13]"
7,"[0.9999999786180509, 2.138194485995258e-8, 2.5135644418542315e-24, 5.2761638158151465e-27, 2.5923551548370345e-25]"
8,"[0.9999999999999866, 4.751350010149079e-15, 8.738961051516166e-36, 2.8598108766430678e-39, 7.111796154243057e-34]"
9,"[1.0000000000000058, 7.294594813613544e-19, 1.828989133053183e-42, 5.246526744767611e-51, 1.8290158971036264e-42]"
10,"[1.000000000000004, 1.5554094291594237e-25, 4.8147027505796914e-51, 1.707089765204988e-62, 5.349674555817937e-52]"
11,"[0.9999999999999962, 2.165841847534813e-28, 1.2615266705203183e-59, 6.128135226847654e-74, 1.5574413188870023e-61]"
12,"[0.999999999999999, 2.3021449703035057e-23, 1.7304552206332112e-62, 1.2968279305507345e-80, 3.617954239955127e-69]"
13,"[1.0000000000000022, 3.2595148049987117e-23, 2.8727423919132473e-67, 8.003884426614154e-91, 8.23922375012404e-77]"
