Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.26768322889534274, 0.26768322889534274, 0.09847515665698595, 0.26768322889534274, 0.09847515665698595]"
3,"[0.1643071807823971, 0.1643071807823971, 0.06044523384668339, 0.44663322380612525, 0.1643071807823971]"
4,"[0.1643071807823971, 0.1643071807823971, 0.060445233846683384, 0.4466332238061253, 0.1643071807823971]"
5,"[0.28545210004761323, 0.28545210004761323, 0.038631740810429645, 0.28545210004761323, 0.10501195904673062]"
6,"[0.37899603839332247, 0.37899603839332247, 0.05129153620151443, 0.13942485081032596, 0.05129153620151443]"
7,"[0.3789960383933226, 0.3789960383933226, 0.05129153620151445, 0.139424850810326, 0.05129153620151445]"
8,"[0.4156265871592121, 0.4156265871592121, 0.05624894189385866, 0.05624894189385866, 0.05624894189385866]"
9,"[0.46525451265498363, 0.46525451265498363, 0.02316365823001089, 0.02316365823001089, 0.02316365823001089]"
10,"[0.48663057516946845, 0.48663057516946845, 0.008912949887020998, 0.008912949887020998, 0.008912949887020998]"
11,"[0.49499710362659477, 0.49499710362659477, 0.003335264248936812, 0.003335264248936812, 0.003335264248936812]"
12,"[0.7271057849999788, 0.26748726985831506, 0.0018023150472353984, 0.0018023150472353984, 0.0018023150472353984]"
13,"[0.87867985588699, 0.11891638717077183, 0.0008012523140793875, 0.0008012523140793875, 0.0008012523140793875]"
