Timestep,Probs
1,"[0.18217054263565913, 0.1976744186046514, 0.22093023255813982, 0.22480620155038789, 0.174418604651163]"
2,"[0.1289479737908349, 0.2052637591351683, 0.2605256444195763, 0.22631554645009408, 0.17894707620432654]"
3,"[0.1789139824214829, 0.16942909328602737, 0.2540120671141902, 0.22438831647187105, 0.17325654070642668]"
4,"[0.23623966646488662, 0.1557041360483828, 0.19463242489818525, 0.2040284000051002, 0.20939537258344557]"
5,"[0.35365287045684846, 0.16107749667748728, 0.310512538329084, 0.09978953727824745, 0.07496755725833333]"
6,"[0.3291277362919029, 0.30377976136243917, 0.21940338052773384, 0.06752011853675417, 0.08016900328116948]"
7,"[0.1479817812187584, 0.6637225984725468, 0.09637754700280891, 0.03810603482851371, 0.0538120384773718]"
8,"[0.2405404858526246, 0.41905498017412746, 0.18571875329674045, 0.05712866353129174, 0.09755711714521559]"
9,"[0.30545887821059897, 0.289188209280206, 0.21596783827723318, 0.09287151368703063, 0.09651356054493151]"
10,"[0.46675918661471394, 0.18629195773318868, 0.27626091383787466, 0.04284378044043237, 0.027844161373789842]"
11,"[0.5037232913343231, 0.06665943016151694, 0.4022929407737951, 0.021203033388812718, 0.006121304341552756]"
12,"[0.2852544980377031, 0.0182792384610171, 0.689150096821137, 0.007316166680092861, 5.1776933979563124e-14]"
13,"[0.13375259867781064, 0.00459616111581668, 0.8593686169409509, 0.002282623265423169, 2.2885316106523713e-24]"
