Timestep,Probs
1,"[0.3333333333333337, 0.3333333333333337, 0.3333333333333337]"
2,"[0.33333333333333376, 0.31876621051582765, 0.34790045615083987]"
3,"[0.34838868548823165, 0.3075914102168687, 0.3440199042948991]"
4,"[0.3630128126796746, 0.3166308429836999, 0.3203563443366251]"
5,"[0.3840665826109667, 0.28998521877066186, 0.3259481986183723]"
6,"[0.38356665042790056, 0.27383844786685885, 0.3425949017052411]"
7,"[0.40790871618792823, 0.25485686108478733, 0.3372344227272856]"
8,"[0.5744028973268347, 0.38604668368379774, 0.03955041898936827]"
9,"[0.5815339373373078, 0.40928577190350734, 0.009180290759181413]"
10,"[0.5741492400018153, 0.41633333877240714, 0.009517421225778913]"
11,"[0.5470749058993497, 0.45251912783377424, 0.00040596626687686567]"
12,"[0.5620467608204905, 0.43792922864863393, 2.4010530876517817e-5]"
13,"[0.5488562044564307, 0.45114240256077476, 1.3929827943844847e-6]"
14,"[0.5252035702799035, 0.47479634179489444, 8.792520142236644e-8]"
15,"[0.5175965565254234, 0.4824034425455862, 9.289899550718146e-10]"
16,"[0.48147325520107304, 0.5185267447424782, 5.644880842018251e-11]"
17,"[0.4585258345438685, 0.5414741654381977, 1.7933905071646095e-11]"
18,"[0.4303030642245235, 0.5690363013332341, 0.000660634442243181]"
19,"[0.4009215428798601, 0.5990395815733366, 3.887554680246395e-5]"
20,"[0.40288586728666875, 0.5971118648606358, 2.2678526936656105e-6]"
21,"[0.32446816627255376, 0.6755316703111057, 1.6341634127562431e-7]"
22,"[0.333910032906604, 0.6660899609711535, 6.122242913477925e-9]"
23,"[0.32561177797468244, 0.6743882216720691, 3.532471091517098e-10]"
24,"[0.33681067365743733, 0.6631893263222648, 2.0297267962045267e-11]"
25,"[0.3057229398861767, 0.6942770601125255, 1.2966670417160902e-12]"
26,"[0.294604001120968, 0.7053959988789581, 7.402877451966562e-14]"
