Timestep,Probs
1,"[0.16875000000000012, 0.1500000000000001, 0.20000000000000015, 0.28125000000000006, 0.20000000000000015]"
2,"[0.14054229019036746, 0.162162282763256, 0.27026943825304345, 0.2918908944649163, 0.13513509432841656]"
3,"[0.07158463883352364, 0.4103223942268678, 0.20084428531893272, 0.22793376232012974, 0.08931491930054548]"
4,"[0.164656999493153, 0.23512374281197376, 0.26461469703469903, 0.24741145087628444, 0.08819310978388918]"
5,"[0.2707824376887102, 0.12757109614517265, 0.4101039896911769, 0.15550462046092772, 0.03603785601401135]"
6,"[0.23357761157812706, 0.07542643931025371, 0.5060814428602267, 0.1727491135655669, 0.012165392685825532]"
7,"[0.1728083177707176, 0.024708303445014197, 0.6841828090833938, 0.1182975717742021, 2.997926672137004e-6]"
8,"[0.229436012168538, 0.004586556015196886, 0.7201040987044773, 0.04587333310944977, 2.338799461243817e-12]"
9,"[0.2305792595699859, 1.2522485907067149e-5, 0.7511001433151024, 0.01830807269683396, 1.932173345882227e-9]"
10,"[0.0847773916471646, 5.9904564316094415e-12, 0.9074005389032578, 0.00782206944358718, 1.391640605723209e-19]"
11,"[0.019046806235771943, 1.608676602303247e-9, 0.9809520337143639, 1.1584213236261979e-6, 1.986045881152258e-11]"
