Timestep,Probs
1,"[0.1632183908045975, 0.1954022988505743, 0.20689655172413746, 0.2183908045977006, 0.21609195402298798]"
2,"[0.05590273039552773, 0.03181725094798368, 0.05590263734220788, 0.44781378706517166, 0.4085635942491103]"
3,"[0.20347681799008158, 0.10515349798234513, 0.03646211459377172, 0.3652774362434797, 0.2896301331903217]"
4,"[0.2938693421973213, 0.1423462991896966, 0.01592510325573309, 0.20958570687161338, 0.3382735484856363]"
5,"[0.5072946270735684, 0.20816167401451074, 0.028229129463471024, 0.22974664024375557, 0.026567929204695473]"
6,"[0.05244248965713291, 0.4221759204373925, 0.03096020993853434, 0.4548150009719157, 0.039606378995024824]"
7,"[0.008865290508023727, 0.8772734730918422, 0.05868534677216783, 0.054563724946927405, 0.0006121646810390202]"
8,"[0.001205044460721275, 0.9148046262559563, 0.05226421319023862, 0.03096315442157377, 0.0007629616715112881]"
9,"[8.878657081147765e-5, 0.9565769959432321, 0.003761981831397754, 0.03845029419142846, 0.0011219414631313568]"
10,"[0.0029154488821896796, 0.9749271244482636, 0.0027696759504853624, 0.00830902725794173, 0.011078723461128077]"
11,"[0.0018834422199763073, 0.9882323471478599, 0.0008860446041748323, 0.003625174153712121, 0.005372991874278918]"
12,"[1.8353849126340786e-8, 0.9997668561345434, 5.918798916291875e-6, 7.507360521316938e-8, 0.00022713163909476584]"
13,"[1.8570230475281566e-13, 0.9998568776293363, 1.3354480715533992e-10, 1.8110871813351346e-11, 0.00014312221882251298]"
14,"[1.8366780187477387e-8, 0.9999854673671367, 1.3059178637271647e-5, 4.21164254085267e-9, 1.450875805340134e-6]"
15,"[1.123807796644208e-5, 0.9999786046536068, 1.010071129940088e-5, 1.4805475830279458e-8, 4.175165736306729e-8]"
16,"[2.7530558935648706e-11, 0.99999999973011, 2.1811768967943728e-10, 9.128802088162189e-16, 2.4239758372291622e-11]"
17,"[8.72530936766077e-6, 0.9996815469214533, 0.00030962716364214105, 9.687168762045172e-8, 3.733851205519535e-9]"
18,"[5.104763284292099e-7, 0.9999994327242768, 5.6799396674569725e-8, 3.4342054882404536e-17, 9.427990213178588e-19]"
19,"[3.2469528991407914e-8, 0.9999998989835632, 6.854691162522225e-8, 1.1902790684839475e-26, 2.142535017233056e-25]"
