Timestep,Probs
1,"[0.24220623501199098, 0.19664268585131928, 0.22062350119904123, 0.14628297362110318, 0.19424460431654708]"
2,"[0.21657211122892872, 0.22996386015922302, 0.18142009058147904, 0.16886371565435093, 0.20318022237601743]"
3,"[0.3410381074698956, 0.5189699241448188, 0.06024443997713239, 0.026358683566582244, 0.05338884484157134]"
4,"[0.3210370263395394, 0.6031315130908028, 0.04955274409596383, 0.00047495745936505557, 0.025803759014330848]"
5,"[0.6870858689905998, 0.26665961528161497, 0.015752133174978734, 0.00012970045948220023, 0.030372682093325658]"
6,"[0.8132704507057582, 0.17509597178431974, 0.00455095975712248, 0.0003414269452737179, 0.006741190807522422]"
7,"[0.8227383625423491, 0.17207569955204796, 0.004749163932757131, 1.2306662657550484e-5, 0.0004244673101869621]"
8,"[0.7907112775196443, 0.20853260562811282, 0.0006755247564340547, 1.720505411815731e-5, 6.338704168809622e-5]"
9,"[0.7599799117695826, 0.23946465444954845, 0.0004961490763471121, 2.338858926107441e-5, 3.589611526054405e-5]"
10,"[0.7467981272400562, 0.25276022502795414, 0.0002944256938246081, 5.84792144170929e-10, 0.00014722145337577603]"
11,"[0.7553793095349974, 0.24459901056265762, 1.0855624123478299e-5, 2.1087543560937035e-18, 1.0824278222566222e-5]"
12,"[0.14255001130291087, 0.8574048040210135, 2.2592338040676637e-6, 2.1585357426246712e-26, 4.292544227118943e-5]"
13,"[0.0017294355411981148, 0.998114039740026, 0.00015647436874002168, 2.6009532955651715e-15, 5.0350038557449545e-8]"
