Timestep,Probs
1,"[0.21400000000000016, 0.16400000000000012, 0.19400000000000014, 0.21800000000000017, 0.21000000000000016]"
2,"[2.488989734368344e-8, 0.36263733841372114, 0.06043957265517712, 0.1428571588851427, 0.4340659051560629]"
3,"[3.7227387592230533e-13, 0.06143234784719692, 0.03999574610300636, 0.08029534198492756, 0.8182765640644971]"
4,"[1.2425257569545428e-8, 0.023273576699080274, 1.728730215058593e-8, 0.023255067994516813, 0.9534713255938385]"
5,"[3.5271471866568695e-12, 0.0006627889572010109, 4.860355108979949e-13, 0.4867074097979609, 0.5126298012408194]"
6,"[2.1422165550673722e-11, 3.9667653957279587e-13, 1.0710266568465159e-11, 0.9999997874173422, 2.1255013239518458e-7]"
7,"[2.2395924497344728e-18, 1.2640638297171974e-23, 3.412972340236353e-22, 0.9999999999999496, 4.372163374234667e-14]"
8,"[1.4691726849002026e-14, 2.6428434508285574e-30, 5.779898626961987e-27, 0.9999999999994627, 5.196723313724809e-13]"
9,"[1.725280136474673e-17, 5.255882760612611e-38, 6.108710007729422e-29, 0.9999999993200454, 6.799579896139224e-10]"
10,"[9.382961813135986e-6, 2.7138614794961833e-9, 1.041265799238259e-7, 0.003922031775281304, 0.9960684784224642]"
11,"[3.1726139455725085e-7, 4.346119105513711e-10, 0.0, 4.29900670328592e-10, 0.9999996818740869]"
12,"[4.770944546338899e-11, 1.1096501675278235e-18, 0.0, 7.270455258879171e-15, 0.999999999952279]"
13,"[9.987023529900755e-18, 2.606031405738623e-26, 0.0, 1.8766321711768645e-23, 0.9999999999999915]"
14,"[2.8642073223469318e-27, 7.393005846494324e-36, 0.0, 4.359524093957207e-31, 0.9999999999999996]"
15,"[1.0139908121263321e-37, 2.904511431517151e-47, 0.0, 1.1252862956039847e-39, 0.999999999999988]"
