Timestep,Probs
1,"[0.2140762463343107, 0.22873900293255114, 0.19354838709677405, 0.1730205278592374, 0.19061583577712596]"
2,"[0.2172294600137917, 0.22229009094858582, 0.17874442824659983, 0.17635261048006923, 0.20538341031095383]"
3,"[0.324925211357565, 0.4784783389046395, 0.08326307803137613, 0.040006169305475986, 0.07332720240094225]"
4,"[0.3965444105808602, 0.5166540993322047, 0.05399135678519506, 0.00901235472401558, 0.02379777857772251]"
5,"[0.47834913754195335, 0.4040099179759851, 0.04852985368210306, 0.031230040959575725, 0.03788104984038223]"
6,"[0.5438986081449325, 0.41379715624270885, 0.019985134972005693, 0.0077449241650004086, 0.014574176475350007]"
7,"[0.5238335907763667, 0.4538075817562409, 0.01811572308989994, 0.00121304943039776, 0.003030054947095445]"
8,"[0.54640394730723, 0.4482590703531107, 0.002410593744343026, 0.0007404717997334919, 0.0021859167955850436]"
9,"[0.5043553540272493, 0.4857835496032396, 4.513756031355277e-6, 7.62316012208695e-11, 0.009856582537244944]"
10,"[0.48173672346742263, 0.5174590872602088, 1.0126811982314369e-8, 2.3525164572777213e-16, 0.0008041791455552608]"
11,"[0.4833547309729533, 0.5164503475971731, 3.816069336262052e-16, 8.864947776483724e-24, 0.0001949214298757433]"
12,"[0.12878839984372034, 0.8703346726406732, 1.2410833302676214e-9, 2.076119256373698e-14, 0.000876926274503985]"
13,"[0.026512726773396347, 0.973265972584019, 5.356202658007784e-18, 1.5342474772357006e-27, 0.00022130064258140254]"
