Timestep,Probs
1,"[0.2043269230769229, 0.1826923076923076, 0.22355769230769207, 0.18990384615384603, 0.19951923076923062]"
2,"[0.17253265711760574, 0.13019946242245775, 0.22126523598064027, 0.23332506883938953, 0.24267757563990647]"
3,"[0.17411663952423617, 0.19088387658116143, 0.06584124141188567, 0.46507333855161576, 0.10408490393109995]"
4,"[0.2366716049479402, 0.19899543458688887, 0.026252266366585415, 0.47455382867541235, 0.06352686542317167]"
5,"[0.1047073734231624, 0.044492135702333506, 0.04036505697022261, 0.7764649067755988, 0.03397052712868147]"
6,"[0.11657526453339724, 0.022637903816343435, 0.013545818498855524, 0.811331023664718, 0.03590998948668631]"
7,"[0.061891309178972, 0.025631965383190205, 0.0006084511328960195, 0.8706164786434741, 0.041251795661465224]"
8,"[0.08533003020357086, 0.03546848614302153, 4.3005526820952536e-5, 0.8555236465318841, 0.023634831594700267]"
9,"[0.0935814513143071, 0.03776150713262316, 0.0008201731803270727, 0.8309679277855008, 0.036868940587246705]"
10,"[0.41149792489898496, 0.18466036815246156, 0.0010036964969706676, 0.2382389519165045, 0.16459905853507936]"
11,"[0.1152213104335077, 0.0657661516660874, 0.051310182528615425, 0.07698191328197945, 0.6907204420898094]"
12,"[0.00019428484245937881, 0.007190260977390742, 0.004081167212625027, 0.006411998697846604, 0.9821222882696743]"
13,"[1.2125074279335222e-5, 0.0006547909547404432, 0.00023641587425135807, 0.0010063077027264238, 0.9980903603940015]"
